code_commune,commune,creations_total,creations_industrie,creations_construction,creations_commerce_transport,creations_info_com,creations_finance,creations_immo,creations_services_admin,creations_adm_sante_social,creations_autres_services,annee
62426,Héninel,0,0,0,0,0,0,0,0,0,0,2017
62427,Hénin-Beaumont,182,9,27,75,4,2,4,20,19,22,2017
62428,Hénin-sur-Cojeul,5,0,0,2,0,0,1,1,1,0,2017
62429,Henneveux,3,0,1,1,0,0,0,1,0,0,2017
62430,Hénu,1,0,0,0,0,0,0,0,0,1,2017
62432,Herbinghen,1,1,0,0,0,0,0,0,0,0,2017
62433,Héricourt,1,0,0,1,0,0,0,0,0,0,2017
62434,La Herlière,1,0,1,0,0,0,0,0,0,0,2017
62435,Herlincourt,0,0,0,0,0,0,0,0,0,0,2017
62436,Herlin-le-Sec,1,0,0,1,0,0,0,0,0,0,2017
62437,Herly,1,0,1,0,0,0,0,0,0,0,2017
62438,Hermaville,3,1,0,0,0,0,0,2,0,0,2017
62439,Hermelinghen,1,0,1,0,0,0,0,0,0,0,2017
62440,Hermies,4,0,1,2,0,0,0,0,0,1,2017
62441,Hermin,1,0,0,1,0,0,0,0,0,0,2017
62442,Hernicourt,2,0,1,0,0,0,0,0,0,1,2017
62443,Hersin-Coupigny,29,2,4,9,0,3,1,3,3,4,2017
62444,Hervelinghen,6,0,1,3,0,0,0,1,1,0,2017
62445,Hesdigneul-lès-Béthune,6,0,1,4,0,0,0,0,1,0,2017
62446,Hesdigneul-lès-Boulogne,2,0,0,0,0,0,0,1,1,0,2017
62447,Hesdin,17,1,1,8,1,1,0,2,1,2,2017
62448,Hesdin-l'Abbé,14,1,0,7,0,1,1,3,0,1,2017
62449,Hesmond,2,1,0,0,0,0,0,1,0,0,2017
62450,Hestrus,0,0,0,0,0,0,0,0,0,0,2017
62451,Heuchin,1,0,0,1,0,0,0,0,0,0,2017
62452,Heuringhem,8,0,1,5,0,1,0,1,0,0,2017
62453,Hézecques,0,0,0,0,0,0,0,0,0,0,2017
62454,Hinges,8,1,0,3,1,0,0,1,1,1,2017
62455,Hocquinghen,0,0,0,0,0,0,0,0,0,0,2017
62456,Houchin,4,2,0,0,1,0,0,0,1,0,2017
62457,Houdain,27,2,1,12,2,0,0,4,4,2,2017
62458,Houlle,7,0,1,3,0,0,0,1,1,1,2017
62459,Houvin-Houvigneul,0,0,0,0,0,0,0,0,0,0,2017
62460,Hubersent,4,0,1,1,0,0,0,0,1,1,2017
62461,Huby-Saint-Leu,6,0,1,1,0,0,0,0,2,2,2017
62462,Huclier,1,0,1,0,0,0,0,0,0,0,2017
62463,Hucqueliers,6,0,1,4,0,0,0,0,1,0,2017
62464,Hulluch,19,2,3,4,2,0,0,5,1,2,2017
62465,Humbercamps,0,0,0,0,0,0,0,0,0,0,2017
62466,Humbert,0,0,0,0,0,0,0,0,0,0,2017
62467,Humerœuille,2,1,0,1,0,0,0,0,0,0,2017
62468,Humières,4,0,1,2,0,0,0,1,0,0,2017
62469,Inchy-en-Artois,2,0,0,1,0,0,0,0,0,1,2017
62470,Incourt,1,0,1,0,0,0,0,0,0,0,2017
62471,Bellinghem,8,1,1,3,0,0,0,0,3,0,2017
62472,Inxent,0,0,0,0,0,0,0,0,0,0,2017
62473,Isbergues,30,0,6,12,0,2,0,2,5,3,2017
62474,Isques,4,1,0,1,0,0,1,0,1,0,2017
62475,Ivergny,0,0,0,0,0,0,0,0,0,0,2017
62476,Izel-lès-Équerchin,8,0,0,1,1,0,0,5,0,1,2017
62477,Izel-lès-Hameau,10,1,0,2,0,0,1,4,1,1,2017
62478,Journy,1,0,1,0,0,0,0,0,0,0,2017
62479,Labeuvrière,10,1,4,3,0,0,0,1,1,0,2017
62480,Labourse,24,0,6,4,0,1,1,5,2,5,2017
62481,Labroye,1,0,0,1,0,0,0,0,0,0,2017
62483,Lacres,2,0,0,1,0,0,0,1,0,0,2017
62484,Lagnicourt-Marcel,1,1,0,0,0,0,0,0,0,0,2017
62485,Laires,1,0,0,0,0,0,0,1,0,0,2017
62486,Lambres,8,0,3,3,0,0,0,1,0,1,2017
62487,Landrethun-le-Nord,8,0,1,2,0,1,1,2,0,1,2017
62488,Landrethun-lès-Ardres,4,1,0,1,0,2,0,0,0,0,2017
62489,Lapugnoy,15,2,2,8,0,0,0,1,1,1,2017
62490,Lattre-Saint-Quentin,3,0,0,2,0,0,0,1,0,0,2017
62491,Laventie,37,1,2,10,1,0,1,11,7,4,2017
62492,Lebiez,1,0,0,0,0,0,1,0,0,0,2017
62493,Lebucquière,6,4,0,1,0,0,0,0,0,1,2017
62494,Léchelle,0,0,0,0,0,0,0,0,0,0,2017
62495,Ledinghem,2,1,1,0,0,0,0,0,0,0,2017
62496,Lefaux,0,0,0,0,0,0,0,0,0,0,2017
62497,Leforest,47,2,4,13,2,1,0,7,12,6,2017
62498,Lens,247,5,24,115,10,8,6,36,21,22,2017
62499,Lépine,3,0,0,2,0,0,0,1,0,0,2017
62500,Lespesses,0,0,0,0,0,0,0,0,0,0,2017
62501,Lespinoy,1,0,0,1,0,0,0,0,0,0,2017
62502,Lestrem,28,2,2,13,0,1,0,5,4,1,2017
62503,Leubringhen,1,0,1,0,0,0,0,0,0,0,2017
62504,Leulinghem,5,1,0,2,0,0,0,1,0,1,2017
62505,Leulinghen-Bernes,4,0,0,1,0,0,0,1,0,2,2017
62506,Licques,13,0,1,6,1,0,0,1,1,3,2017
62507,Liencourt,6,0,0,4,0,0,0,1,0,1,2017
62508,Lières,0,0,0,0,0,0,0,0,0,0,2017
62509,Liettres,2,0,1,0,0,0,0,0,1,0,2017
62510,Liévin,135,7,17,58,7,1,2,16,13,14,2017
62511,Lignereuil,0,0,0,0,0,0,0,0,0,0,2017
62512,Ligny-lès-Aire,6,2,0,1,0,0,0,2,1,0,2017
62513,Ligny-sur-Canche,0,0,0,0,0,0,0,0,0,0,2017
62514,Ligny-Saint-Flochel,3,0,1,2,0,0,0,0,0,0,2017
62515,Ligny-Thilloy,1,0,0,0,0,0,0,1,0,0,2017
62516,Lillers,62,0,9,32,2,1,2,7,6,3,2017
62517,Linghem,1,0,0,0,0,0,0,0,0,1,2017
62518,Linzeux,2,0,1,0,0,0,0,1,0,0,2017
62519,Lisbourg,2,0,0,1,0,0,0,1,0,0,2017
62520,Locon,10,2,1,3,1,0,1,1,1,0,2017
62521,La Loge,1,0,0,1,0,0,0,0,0,0,2017
62522,Loison-sur-Créquoise,1,0,1,0,0,0,0,0,0,0,2017
62523,Loison-sous-Lens,35,0,5,15,0,1,1,10,2,1,2017
62524,Longfossé,10,2,1,2,0,0,0,0,3,2,2017
62525,Longuenesse,54,0,7,23,0,2,2,7,9,4,2017
62526,Longueville,0,0,0,0,0,0,0,0,0,0,2017
62527,Longvilliers,0,0,0,0,0,0,0,0,0,0,2017
62528,Loos-en-Gohelle,49,2,9,11,1,2,0,14,7,3,2017
62529,Lorgies,12,0,1,1,2,2,0,3,1,2,2017
62530,Lottinghen,2,0,0,2,0,0,0,0,0,0,2017
62531,Louches,4,0,0,3,0,0,0,0,1,0,2017
62532,Lozinghem,3,0,0,1,0,0,0,1,0,1,2017
62533,Lugy,0,0,0,0,0,0,0,0,0,0,2017
62534,Lumbres,13,0,2,5,0,0,1,2,1,2,2017
62535,La Madelaine-sous-Montreuil,7,0,0,0,0,2,0,4,1,0,2017
62536,Magnicourt-en-Comte,3,0,0,1,0,0,0,1,0,1,2017
62537,Magnicourt-sur-Canche,0,0,0,0,0,0,0,0,0,0,2017
62538,Maintenay,2,0,0,0,0,0,0,1,1,0,2017
62539,Maisnil,2,0,1,1,0,0,0,0,0,0,2017
62540,Maisnil-lès-Ruitz,16,0,2,4,0,0,1,5,2,2,2017
62541,Maisoncelle,2,1,0,1,0,0,0,0,0,0,2017
62542,Maizières,0,0,0,0,0,0,0,0,0,0,2017
62543,Mametz,7,1,2,0,0,0,0,3,0,1,2017
62544,Manin,0,0,0,0,0,0,0,0,0,0,2017
62545,Maninghem,1,0,0,1,0,0,0,0,0,0,2017
62546,Maninghen-Henne,2,0,0,2,0,0,0,0,0,0,2017
62547,Marant,0,0,0,0,0,0,0,0,0,0,2017
62548,Marck,57,2,5,20,0,2,2,13,5,8,2017
62549,Marconne,14,0,0,8,0,1,0,0,5,0,2017
62550,Marconnelle,9,2,0,6,0,0,0,1,0,0,2017
62551,Marenla,1,0,1,0,0,0,0,0,0,0,2017
62552,Maresquel-Ecquemicourt,6,3,1,0,0,0,0,1,0,1,2017
62553,Marest,2,0,1,1,0,0,0,0,0,0,2017
62554,Maresville,0,0,0,0,0,0,0,0,0,0,2017
62555,Marles-les-Mines,14,1,1,5,0,0,1,6,0,0,2017
62556,Marles-sur-Canche,2,0,0,0,0,0,1,0,1,0,2017
62557,Marœuil,18,2,0,5,0,3,1,5,1,1,2017
62558,Marquay,1,0,0,1,0,0,0,0,0,0,2017
62559,Marquion,10,1,2,5,0,0,0,0,1,1,2017
62560,Marquise,36,2,5,10,2,3,2,5,4,3,2017
62561,Martinpuich,1,0,0,0,0,0,0,1,0,0,2017
62562,Matringhem,0,0,0,0,0,0,0,0,0,0,2017
62563,Mazingarbe,30,1,1,16,1,1,0,3,2,5,2017
62564,Mazinghem,2,0,1,0,0,0,0,0,1,0,2017
62565,Mencas,0,0,0,0,0,0,0,0,0,0,2017
62566,Menneville,1,0,1,0,0,0,0,0,0,0,2017
62567,Mentque-Nortbécourt,4,0,0,1,1,0,0,0,0,2,2017
62568,Mercatel,7,0,1,1,0,1,0,2,2,0,2017
62569,Merck-Saint-Liévin,2,0,1,0,0,0,0,1,0,0,2017
62570,Méricourt,53,3,6,26,1,1,0,5,5,6,2017
62571,Merlimont,31,0,4,8,0,3,1,7,6,2,2017
62572,Metz-en-Couture,1,0,0,0,0,0,0,0,1,0,2017
62573,Meurchin,10,0,2,4,0,0,0,2,2,0,2017
62574,Mingoval,2,0,0,0,0,0,1,0,0,1,2017
62576,Moncheaux-lès-Frévent,0,0,0,0,0,0,0,0,0,0,2017
62577,Monchel-sur-Canche,1,0,0,1,0,0,0,0,0,0,2017
62578,Monchiet,1,0,1,0,0,0,0,0,0,0,2017
62579,Monchy-au-Bois,3,0,0,2,0,0,0,0,1,0,2017
62580,Monchy-Breton,2,0,0,1,0,0,0,0,0,1,2017
62581,Monchy-Cayeux,2,1,1,0,0,0,0,0,0,0,2017
62582,Monchy-le-Preux,10,1,2,3,0,1,1,2,0,0,2017
62583,Mondicourt,4,0,0,3,0,0,0,0,1,0,2017
62584,Mont-Bernanchon,2,0,0,1,0,1,0,0,0,0,2017
62585,Montcavrel,6,0,1,3,0,0,1,1,0,0,2017
62586,Montenescourt,2,1,0,1,0,0,0,0,0,0,2017
62587,Montigny-en-Gohelle,33,0,5,16,1,1,0,4,2,4,2017
62588,Montreuil-sur-Mer,22,2,2,6,0,1,1,2,6,2,2017
62589,Mont-Saint-Éloi,7,1,0,2,1,1,1,1,0,0,2017
62590,Monts-en-Ternois,0,0,0,0,0,0,0,0,0,0,2017
62591,Morchies,2,0,0,2,0,0,0,0,0,0,2017
62592,Moringhem,3,0,2,0,0,0,0,0,1,0,2017
62593,Morval,0,0,0,0,0,0,0,0,0,0,2017
62594,Mory,3,2,0,0,0,0,0,0,0,1,2017
62595,Moulle,5,0,3,0,0,0,0,2,0,0,2017
62596,Mouriez,1,1,0,0,0,0,0,0,0,0,2017
62597,Moyenneville,0,0,0,0,0,0,0,0,0,0,2017
62598,Muncq-Nieurlet,5,1,0,2,0,0,0,0,0,2,2017
62599,Nabringhen,1,0,1,0,0,0,0,0,0,0,2017
62600,Nédon,4,1,0,2,0,0,0,0,0,1,2017
62601,Nédonchel,5,0,3,1,0,0,1,0,0,0,2017
62602,Nempont-Saint-Firmin,2,0,0,0,0,0,0,0,0,2,2017
62603,Nesles,4,0,0,2,0,0,1,1,0,0,2017
62604,Neufchâtel-Hardelot,42,2,4,13,0,1,4,14,2,2,2017
62605,Neulette,0,0,0,0,0,0,0,0,0,0,2017
62606,Neuve-Chapelle,10,1,0,3,1,1,0,2,2,0,2017
62607,Neuville-au-Cornet,1,0,0,0,1,0,0,0,0,0,2017
62608,Neuville-Bourjonval,1,0,0,1,0,0,0,0,0,0,2017
62609,Neuville-Saint-Vaast,9,0,1,3,0,0,0,2,1,2,2017
62610,Neuville-sous-Montreuil,6,0,2,1,0,0,0,1,1,1,2017
62611,Neuville-Vitasse,6,0,1,0,0,0,0,1,3,1,2017
62612,Neuvireuil,4,0,2,0,0,0,0,2,0,0,2017
62613,Nielles-lès-Bléquin,7,0,1,3,0,0,1,1,1,0,2017
62614,Nielles-lès-Ardres,3,0,0,2,0,0,0,0,1,0,2017
62615,Nielles-lès-Calais,2,0,1,0,0,0,0,1,0,0,2017
62616,Nœux-lès-Auxi,2,0,1,0,0,0,1,0,0,0,2017
62617,Nœux-les-Mines,52,2,9,17,1,3,0,7,5,8,2017
62618,Nordausques,5,0,1,3,0,0,0,1,0,0,2017
62619,Noreuil,1,0,0,1,0,0,0,0,0,0,2017
62620,Norrent-Fontes,13,0,2,3,2,1,0,1,1,3,2017
62621,Nortkerque,3,0,0,0,0,0,0,2,1,0,2017
62622,Nort-Leulinghem,0,0,0,0,0,0,0,0,0,0,2017
62623,Nouvelle-Église,4,0,1,1,0,0,0,0,2,0,2017
62624,Noyelles-Godault,42,3,2,22,3,2,2,3,2,3,2017
62625,Noyelles-lès-Humières,0,0,0,0,0,0,0,0,0,0,2017
62626,Noyelles-lès-Vermelles,11,1,1,4,0,0,0,2,1,2,2017
62627,Noyelles-sous-Bellonne,1,0,0,0,0,0,0,1,0,0,2017
62628,Noyelles-sous-Lens,29,1,5,14,0,0,1,4,1,3,2017
62629,Noyellette,2,0,0,0,1,0,0,0,1,0,2017
62630,Noyelle-Vion,1,0,0,0,0,0,0,0,0,1,2017
62631,Nuncq-Hautecôte,1,0,0,1,0,0,0,0,0,0,2017
62632,Oblinghem,0,0,0,0,0,0,0,0,0,0,2017
62633,Œuf-en-Ternois,1,0,0,1,0,0,0,0,0,0,2017
62634,Offekerque,6,0,0,4,0,0,0,0,2,0,2017
62635,Offin,2,0,1,1,0,0,0,0,0,0,2017
62636,Offrethun,1,0,0,1,0,0,0,0,0,0,2017
62637,Oignies,63,4,8,27,2,1,1,8,7,5,2017
62638,Oisy-le-Verger,3,0,0,1,0,0,0,1,0,1,2017
62639,Oppy,4,0,2,1,1,0,0,0,0,0,2017
62640,Orville,0,0,0,0,0,0,0,0,0,0,2017
62641,Ostreville,2,2,0,0,0,0,0,0,0,0,2017
62642,Ourton,4,0,2,1,0,0,0,0,0,1,2017
62643,Outreau,50,2,5,17,1,3,1,8,5,8,2017
62644,Ouve-Wirquin,1,0,0,1,0,0,0,0,0,0,2017
62645,Oye-Plage,22,1,1,8,1,4,0,3,1,3,2017
62646,Palluel,3,0,0,3,0,0,0,0,0,0,2017
62647,Le Parcq,8,2,1,4,0,0,0,0,0,1,2017
62648,Parenty,1,0,0,1,0,0,0,0,0,0,2017
62649,Pas-en-Artois,1,0,0,0,0,0,0,0,1,0,2017
62650,Pelves,2,0,0,1,0,0,0,0,1,0,2017
62651,Penin,1,0,0,0,0,0,0,0,1,0,2017
62652,Pernes,14,0,2,5,0,0,0,1,1,5,2017
62653,Pernes-lès-Boulogne,2,0,0,0,0,0,0,1,1,0,2017
62654,Peuplingues,5,0,0,0,0,0,1,1,2,1,2017
62655,Pierremont,2,1,0,1,0,0,0,0,0,0,2017
62656,Pihem,4,2,0,1,0,0,0,0,1,0,2017
62657,Pihen-lès-Guînes,3,0,0,1,0,0,0,0,1,1,2017
62658,Pittefaux,0,0,0,0,0,0,0,0,0,0,2017
62659,Planques,0,0,0,0,0,0,0,0,0,0,2017
62660,Plouvain,3,0,0,2,0,0,0,0,1,0,2017
62661,Bouin-Plumoison,4,0,0,2,0,0,0,1,1,0,2017
62662,Polincove,3,0,0,2,1,0,0,0,0,0,2017
62663,Pommera,1,0,1,0,0,0,0,0,0,0,2017
62664,Pommier,2,0,0,1,0,0,0,1,0,0,2017
62665,Le Ponchel,2,0,0,2,0,0,0,0,0,0,2017
62666,Pont-à-Vendin,17,0,1,7,0,0,1,4,1,3,2017
62667,Le Portel,35,6,1,15,1,0,1,6,3,2,2017
62668,Prédefin,1,1,0,0,0,0,0,0,0,0,2017
62669,Pressy,0,0,0,0,0,0,0,0,0,0,2017
62670,Preures,3,0,1,0,0,0,0,2,0,0,2017
62671,Pronville-en-Artois,3,0,2,1,0,0,0,0,0,0,2017
62672,Puisieux,6,1,0,3,0,0,0,0,1,1,2017
62673,Quéant,5,0,0,4,0,0,0,0,1,0,2017
62674,Quelmes,4,0,1,0,0,0,1,0,0,2,2017
62675,Quercamps,3,0,2,0,0,0,0,1,0,0,2017
62676,Quernes,1,0,0,1,0,0,0,0,0,0,2017
62677,Le Quesnoy-en-Artois,2,0,0,1,0,0,0,0,0,1,2017
62678,Quesques,1,0,0,0,0,0,0,1,0,0,2017
62679,Questrecques,1,0,0,1,0,0,0,0,0,0,2017
62680,Quiéry-la-Motte,8,0,1,3,0,0,1,1,1,1,2017
62681,Quiestède,4,0,0,2,0,0,0,1,1,0,2017
62682,Quilen,1,0,0,1,0,0,0,0,0,0,2017
62683,Quœux-Haut-Maînil,2,0,1,0,0,0,0,1,0,0,2017
62684,Racquinghem,12,0,0,3,1,0,1,2,1,4,2017
62685,Radinghem,2,0,0,1,0,0,0,1,0,0,2017
62686,Ramecourt,2,0,0,1,0,1,0,0,0,0,2017
62688,Rang-du-Fliers,32,0,2,12,0,3,3,5,4,3,2017
62689,Ransart,2,1,0,0,0,0,0,0,1,0,2017
62690,Raye-sur-Authie,7,0,2,3,0,0,0,1,0,1,2017
62691,Saint-Augustin,7,2,1,2,0,0,1,1,0,0,2017
62692,Rebergues,1,0,0,1,0,0,0,0,0,0,2017
62693,Rebreuve-Ranchicourt,4,0,1,1,0,0,0,0,1,1,2017
62694,Rebreuve-sur-Canche,0,0,0,0,0,0,0,0,0,0,2017
62695,Rebreuviette,3,0,0,0,0,0,0,1,0,2,2017
62696,Reclinghem,0,0,0,0,0,0,0,0,0,0,2017
62697,Récourt,1,0,0,1,0,0,0,0,0,0,2017
62698,Recques-sur-Course,2,0,0,2,0,0,0,0,0,0,2017
62699,Recques-sur-Hem,6,1,0,4,0,0,0,1,0,0,2017
62700,Regnauville,0,0,0,0,0,0,0,0,0,0,2017
62701,Rely,5,0,0,4,0,0,0,0,0,1,2017
62702,Remilly-Wirquin,1,0,0,1,0,0,0,0,0,0,2017
62703,Rémy,2,0,0,1,0,0,0,1,0,0,2017
62704,Renty,4,0,0,1,0,0,0,2,1,0,2017
62705,Rety,7,0,1,2,0,0,0,2,1,1,2017
62706,Richebourg,27,0,3,16,0,0,1,4,3,0,2017
62708,Riencourt-lès-Bapaume,0,0,0,0,0,0,0,0,0,0,2017
62709,Riencourt-lès-Cagnicourt,2,0,1,1,0,0,0,0,0,0,2017
62710,Rimboval,1,0,0,1,0,0,0,0,0,0,2017
62711,Rinxent,11,1,3,1,1,0,2,1,2,0,2017
62712,Rivière,5,0,0,3,0,0,0,2,0,0,2017
62713,Robecq,8,1,1,4,0,0,0,0,0,2,2017
62714,Roclincourt,5,0,1,1,0,0,0,1,2,0,2017
62715,Rocquigny,2,0,0,2,0,0,0,0,0,0,2017
62716,Rodelinghem,2,0,1,0,0,0,0,0,1,0,2017
62717,Roëllecourt,2,0,0,1,0,0,0,0,1,0,2017
62718,Rœux,9,0,1,5,1,0,0,2,0,0,2017
62719,Rollancourt,1,0,0,1,0,0,0,0,0,0,2017
62720,Rombly,1,0,1,0,0,0,0,0,0,0,2017
62721,Roquetoire,3,0,0,0,0,0,0,1,1,1,2017
62722,Rougefay,0,0,0,0,0,0,0,0,0,0,2017
62723,Roussent,1,0,0,0,0,0,0,0,1,0,2017
62724,Rouvroy,39,0,8,15,1,1,0,6,5,3,2017
62725,Royon,0,0,0,0,0,0,0,0,0,0,2017
62726,Ruisseauville,2,0,0,1,0,0,0,1,0,0,2017
62727,Ruitz,14,3,4,2,1,0,0,1,1,2,2017
62728,Rumaucourt,0,0,0,0,0,0,0,0,0,0,2017
62729,Rumilly,0,0,0,0,0,0,0,0,0,0,2017
62730,Ruminghem,5,0,0,2,0,0,1,1,0,1,2017
62731,Ruyaulcourt,1,0,0,1,0,0,0,0,0,0,2017
62732,Sachin,2,0,2,0,0,0,0,0,0,0,2017
62733,Sailly-au-Bois,1,0,1,0,0,0,0,0,0,0,2017
62734,Sailly-en-Ostrevent,2,1,0,0,0,0,0,0,0,1,2017
62735,Sailly-Labourse,16,0,3,3,2,0,0,5,2,1,2017
62736,Sailly-sur-la-Lys,26,3,3,6,3,1,2,6,1,1,2017
62737,Sains-en-Gohelle,31,0,7,8,1,0,0,2,6,7,2017
62738,Sains-lès-Fressin,1,0,0,0,0,0,0,0,1,0,2017
62739,Sains-lès-Marquion,2,0,0,1,0,1,0,0,0,0,2017
62740,Sains-lès-Pernes,0,0,0,0,0,0,0,0,0,0,2017
62741,Saint-Amand,1,0,0,1,0,0,0,0,0,0,2017
62742,Saint-Aubin,1,0,0,1,0,0,0,0,0,0,2017
62743,Sainte-Austreberthe,1,0,0,0,0,0,0,0,1,0,2017
62744,Sainte-Catherine,26,0,1,9,2,1,2,6,4,1,2017
62745,Saint-Denœux,2,0,1,1,0,0,0,0,0,0,2017
62746,Saint-Étienne-au-Mont,21,1,2,9,1,0,0,3,1,4,2017
62747,Saint-Floris,3,0,1,0,0,1,0,0,1,0,2017
62748,Saint-Folquin,13,0,1,3,2,0,1,3,1,2,2017
62749,Saint-Georges,0,0,0,0,0,0,0,0,0,0,2017
62750,Saint-Hilaire-Cottes,3,1,0,1,1,0,0,0,0,0,2017
62751,Saint-Inglevert,6,0,1,2,0,0,1,0,1,1,2017
62752,Saint-Josse,10,1,2,4,0,0,0,2,0,1,2017
62753,Saint-Laurent-Blangy,54,4,6,21,1,2,0,8,6,6,2017
62754,Saint-Léger,1,0,0,1,0,0,0,0,0,0,2017
62755,Saint-Léonard,19,0,3,6,0,2,0,5,3,0,2017
62756,Sainte-Marie-Kerque,5,0,1,1,0,0,0,2,0,1,2017
62757,Saint-Martin-lez-Tatinghem,31,1,1,13,1,2,0,8,5,0,2017
62758,Saint-Martin-Boulogne,89,2,9,24,3,7,7,14,11,12,2017
62759,Saint-Martin-Choquel,2,0,0,1,0,1,0,0,0,0,2017
62760,Saint-Martin-d'Hardinghem,0,0,0,0,0,0,0,0,0,0,2017
62761,Saint-Martin-sur-Cojeul,0,0,0,0,0,0,0,0,0,0,2017
62762,Saint-Michel-sous-Bois,0,0,0,0,0,0,0,0,0,0,2017
62763,Saint-Michel-sur-Ternoise,3,0,0,0,0,0,1,1,0,1,2017
62764,Saint-Nicolas,31,1,2,14,0,4,0,6,2,2,2017
62765,Saint-Omer,116,4,5,45,2,1,5,16,16,22,2017
62766,Saint-Omer-Capelle,3,0,2,0,0,0,0,1,0,0,2017
62767,Saint-Pol-sur-Ternoise,39,1,4,18,0,1,1,4,4,6,2017
62768,Saint-Rémy-au-Bois,1,0,0,1,0,0,0,0,0,0,2017
62769,Saint-Tricat,3,0,1,0,0,0,0,0,1,1,2017
62770,Saint-Venant,17,0,1,8,0,0,0,1,5,2,2017
62771,Sallaumines,48,0,11,23,3,0,0,6,1,4,2017
62772,Salperwick,0,0,0,0,0,0,0,0,0,0,2017
62773,Samer,28,1,3,16,0,2,0,3,1,2,2017
62774,Sangatte,25,1,0,6,0,0,2,5,10,1,2017
62775,Sanghen,2,0,1,1,0,0,0,0,0,0,2017
62776,Sapignies,0,0,0,0,0,0,0,0,0,0,2017
62777,Le Sars,3,2,1,0,0,0,0,0,0,0,2017
62778,Sars-le-Bois,2,0,1,0,0,0,0,1,0,0,2017
62779,Sarton,1,0,0,1,0,0,0,0,0,0,2017
62780,Sauchy-Cauchy,1,0,0,0,0,0,0,0,0,1,2017
62781,Sauchy-Lestrée,3,0,0,1,0,0,0,1,1,0,2017
62782,Saudemont,1,0,0,1,0,0,0,0,0,0,2017
62783,Saulchoy,2,1,1,0,0,0,0,0,0,0,2017
62784,Saulty,6,2,0,0,0,0,0,3,1,0,2017
62785,Savy-Berlette,7,1,3,1,0,0,0,0,2,0,2017
62786,Selles,1,0,0,1,0,0,0,0,0,0,2017
62787,Sempy,4,0,1,1,0,0,1,0,1,0,2017
62788,Seninghem,5,0,0,5,0,0,0,0,0,0,2017
62789,Senlecques,2,0,0,1,0,0,0,0,1,0,2017
62790,Senlis,2,0,0,0,0,1,0,0,1,0,2017
62791,Séricourt,0,0,0,0,0,0,0,0,0,0,2017
62792,Serques,9,0,2,4,0,1,0,1,0,1,2017
62793,Servins,3,0,0,2,1,0,0,0,0,0,2017
62794,Setques,2,0,0,0,0,0,0,0,1,1,2017
62795,Sibiville,0,0,0,0,0,0,0,0,0,0,2017
62796,Simencourt,2,0,1,0,0,0,0,1,0,0,2017
62797,Siracourt,3,1,0,1,0,0,0,0,1,0,2017
62798,Sombrin,1,0,1,0,0,0,0,0,0,0,2017
62799,Sorrus,6,0,0,3,0,0,1,1,1,0,2017
62800,Souastre,0,0,0,0,0,0,0,0,0,0,2017
62801,Souchez,14,0,2,4,1,0,0,1,6,0,2017
62802,Le Souich,0,0,0,0,0,0,0,0,0,0,2017
62803,Surques,3,0,1,1,0,0,0,0,1,0,2017
62804,Sus-Saint-Léger,1,1,0,0,0,0,0,0,0,0,2017
62805,Tangry,1,0,1,0,0,0,0,0,0,0,2017
62806,Tardinghen,5,0,0,2,0,0,0,2,1,0,2017
62808,Teneur,0,0,0,0,0,0,0,0,0,0,2017
62809,Ternas,0,0,0,0,0,0,0,0,0,0,2017
62810,Thélus,4,0,1,1,0,0,0,1,0,1,2017
62811,Thérouanne,4,0,0,1,0,0,0,2,1,0,2017
62812,Thiembronne,2,0,0,1,0,0,0,1,0,0,2017
62813,La Thieuloye,4,1,0,1,0,0,0,0,1,1,2017
62814,Thièvres,1,0,0,1,0,0,0,0,0,0,2017
62815,Tigny-Noyelle,1,0,0,0,0,0,1,0,0,0,2017
62816,Tilloy-lès-Hermaville,0,0,0,0,0,0,0,0,0,0,2017
62817,Tilloy-lès-Mofflaines,10,1,0,4,0,0,0,1,2,2,2017
62818,Tilly-Capelle,0,0,0,0,0,0,0,0,0,0,2017
62819,Tilques,3,0,0,1,0,0,0,2,0,0,2017
62820,Tincques,5,0,1,1,0,0,0,1,1,1,2017
62821,Tingry,2,0,0,1,0,0,0,1,0,0,2017
62822,Tollent,0,0,0,0,0,0,0,0,0,0,2017
62823,Torcy,1,1,0,0,0,0,0,0,0,0,2017
62824,Tortefontaine,2,0,0,0,1,1,0,0,0,0,2017
62825,Tortequesne,1,0,0,0,0,0,0,1,0,0,2017
62826,Le Touquet-Paris-Plage,109,2,7,30,1,9,18,25,10,7,2017
62827,Tournehem-sur-la-Hem,10,0,4,3,1,0,0,0,1,1,2017
62828,Tramecourt,0,0,0,0,0,0,0,0,0,0,2017
62829,Le Transloy,6,4,0,2,0,0,0,0,0,0,2017
62830,Trescault,0,0,0,0,0,0,0,0,0,0,2017
62831,Troisvaux,0,0,0,0,0,0,0,0,0,0,2017
62832,Tubersent,3,0,0,1,0,0,0,2,0,0,2017
62833,Vacquerie-le-Boucq,2,0,0,1,0,0,0,1,0,0,2017
62834,Vacqueriette-Erquières,1,1,0,0,0,0,0,0,0,0,2017
62835,Valhuon,2,0,0,1,0,0,0,0,1,0,2017
62836,Vaudricourt,8,0,0,1,0,0,0,6,1,0,2017
62837,Vaudringhem,3,0,0,1,0,0,0,0,1,1,2017
62838,Vaulx,1,0,0,1,0,0,0,0,0,0,2017
62839,Vaulx-Vraucourt,3,0,0,2,0,0,0,1,0,0,2017
