code_commune,commune,inscrits,abstentions,votants,blancs,nuls,exprimes,annee,taux_abstention
62816,Tilloy-Lès-Hermaville,180,15,165,5,1,159,2017,8.333333333333332
62817,Tilloy-Lès-Mofflaines,1101,181,920,15,10,895,2017,16.439600363306088
62818,Tilly-Capelle,127,7,120,1,1,118,2017,5.511811023622047
62819,Tilques,941,123,818,13,10,795,2017,13.071200850159407
62820,Tincques,659,92,567,18,0,549,2017,13.960546282245827
62821,Tingry,228,32,196,1,2,193,2017,14.035087719298245
62822,Tollent,75,9,66,4,0,62,2017,12.0
62823,Torcy,132,19,113,5,1,107,2017,14.393939393939394
62824,Tortefontaine,177,24,153,0,3,150,2017,13.559322033898304
62825,Tortequesne,603,95,508,1,10,497,2017,15.754560530679933
62826,Le Touquet-Paris-Plage,5208,919,4289,22,19,4248,2017,17.645929339477725
62827,Tournehem-Sur-La-Hem,1072,210,862,8,4,850,2017,19.58955223880597
62828,Tramecourt,55,8,47,2,0,45,2017,14.545454545454545
62829,Le Transloy,348,76,272,7,0,265,2017,21.839080459770116
62830,Trescault,163,31,132,2,2,128,2017,19.018404907975462
62831,Troisvaux,240,32,208,7,1,200,2017,13.333333333333334
62832,Tubersent,435,55,380,6,3,371,2017,12.643678160919542
62833,Vacquerie-Le-Boucq,68,7,61,1,0,60,2017,10.294117647058822
62834,Vacqueriette-Erquières,188,26,162,3,2,157,2017,13.829787234042554
62835,Valhuon,402,45,357,9,3,345,2017,11.194029850746269
62836,Vaudricourt,799,87,712,13,2,697,2017,10.888610763454318
62837,Vaudringhem,388,55,333,8,0,325,2017,14.175257731958762
62838,Vaulx,72,10,62,1,0,61,2017,13.88888888888889
62839,Vaulx-Vraucourt,773,140,633,14,4,615,2017,18.111254851228978
62840,Vélu,122,23,99,2,0,97,2017,18.852459016393443
62841,Vendin-Lès-Béthune,2109,450,1659,22,18,1619,2017,21.337126600284495
62842,Vendin-Le-Vieil,6017,1445,4572,90,49,4433,2017,24.015290011633706
62843,Verchin,185,32,153,2,1,150,2017,17.2972972972973
62844,Verchocq,510,82,428,5,1,422,2017,16.07843137254902
62845,Verlincthun,360,55,305,7,6,292,2017,15.277777777777779
62846,Vermelles,3463,743,2720,57,26,2637,2017,21.455385503898356
62847,Verquigneul,1377,237,1140,22,12,1106,2017,17.21132897603486
62848,Verquin,2608,545,2063,49,15,1999,2017,20.89723926380368
62849,Verton,1986,331,1655,34,5,1616,2017,16.666666666666664
62850,Vieil-Hesdin,308,39,269,4,3,262,2017,12.662337662337661
62851,Vieille-Chapelle,643,139,504,6,7,491,2017,21.61741835147745
62852,Vieille-Eglise,1042,180,862,22,6,834,2017,17.274472168905948
62853,Vieil-Moutier,279,0,279,6,3,270,2017,0.0
62854,Villers-Au-Bois,403,49,354,7,1,346,2017,12.158808933002481
62855,Villers-Au-Flos,166,17,149,3,2,144,2017,10.240963855421686
62856,Villers-Brûlin,275,19,256,3,4,249,2017,6.909090909090909
62857,Villers-Châtel,115,15,100,0,0,100,2017,13.043478260869565
62858,Villers-Lès-Cagnicourt,194,17,177,2,0,175,2017,8.762886597938143
62859,Villers-L'Hôpital,193,21,172,5,3,164,2017,10.880829015544041
62860,Villers-Sir-Simon,84,11,73,1,0,72,2017,13.095238095238097
62861,Vimy,3307,433,2874,29,35,2810,2017,13.093438161475657
62862,Vincly,109,17,92,3,0,89,2017,15.59633027522936
62863,Violaines,2902,521,2381,62,18,2301,2017,17.953135768435562
62864,Vis-En-Artois,481,52,429,12,1,416,2017,10.81081081081081
62865,Vitry-En-Artois,3771,772,2999,58,25,2916,2017,20.472023335985153
62866,Waben,344,54,290,10,1,279,2017,15.69767441860465
62867,Wacquinghen,222,28,194,5,0,189,2017,12.612612612612612
62868,Wail,196,26,170,5,1,164,2017,13.26530612244898
62869,Wailly,867,133,734,18,3,713,2017,15.340253748558247
62870,Wailly-Beaucamp,813,124,689,17,1,671,2017,15.252152521525215
62871,Wambercourt,184,28,156,6,0,150,2017,15.217391304347828
62872,Wamin,199,37,162,3,3,156,2017,18.592964824120603
62873,Wancourt,514,78,436,7,5,424,2017,15.17509727626459
62874,Wanquetin,550,62,488,8,4,476,2017,11.272727272727273
62875,Wardrecques,999,190,809,21,4,784,2017,19.01901901901902
62876,Warlencourt-Eaucourt,103,15,88,3,0,85,2017,14.563106796116504
62877,Warlincourt-Lès-Pas,137,12,125,2,0,123,2017,8.75912408759124
62878,Warlus,318,59,259,6,2,251,2017,18.553459119496853
62879,Warluzel,190,29,161,1,2,158,2017,15.263157894736842
62880,Le Wast,163,21,142,0,0,142,2017,12.883435582822086
62881,Beauvoir-Wavans,292,38,254,7,3,244,2017,13.013698630136986
62882,Wavrans-Sur-L'Aa,978,150,828,22,9,797,2017,15.337423312883436
62883,Wavrans-Sur-Ternoise,154,29,125,3,0,122,2017,18.83116883116883
62885,Westrehem,184,29,155,3,3,149,2017,15.760869565217392
62886,Wicquinghem,182,22,160,4,0,156,2017,12.087912087912088
62887,Widehem,214,29,185,2,2,181,2017,13.551401869158877
62888,Wierre-Au-Bois,205,31,174,2,0,172,2017,15.121951219512194
62889,Wierre-Effroy,668,79,589,6,3,580,2017,11.826347305389222
62890,Willeman,144,12,132,3,1,128,2017,8.333333333333332
62891,Willencourt,111,13,98,1,1,96,2017,11.711711711711711
62892,Willerval,513,67,446,12,0,434,2017,13.060428849902534
62893,Wimereux,5837,1251,4586,70,26,4490,2017,21.432242590371768
62894,Wimille,3360,743,2617,52,11,2554,2017,22.113095238095237
62895,Wingles,6491,1788,4703,92,31,4580,2017,27.545832691418887
62896,Wirwignes,614,67,547,4,6,537,2017,10.912052117263844
62897,Wismes,403,63,340,8,1,331,2017,15.632754342431761
62898,Wisques,202,23,179,3,2,174,2017,11.386138613861387
62899,Wissant,985,167,818,11,1,806,2017,16.95431472081218
62900,Witternesse,471,67,404,8,3,393,2017,14.225053078556263
62901,Wittes,708,138,570,13,4,553,2017,19.491525423728813
62902,Wizernes,2600,461,2139,40,21,2078,2017,17.73076923076923
62903,Zoteux,421,58,363,2,3,358,2017,13.77672209026128
62904,Zouafques,411,55,356,6,1,349,2017,13.381995133819952
62905,Zudausques,677,76,601,10,2,589,2017,11.225997045790251
62906,Zutkerque,1362,285,1077,23,9,1045,2017,20.92511013215859
62907,Libercourt,5802,1534,4268,81,39,4148,2017,26.43915891072044
62908,La Capelle-Lès-Boulogne,1358,195,1163,23,9,1131,2017,14.359351988217966
62909,Ytres,312,53,259,1,0,258,2017,16.98717948717949
62001,Ablain-Saint-Nazaire,1454,262,1192,24,4,1164,2022,18.019257221458044
62002,Ablainzevelle,161,38,123,4,1,118,2022,23.60248447204969
62003,Acheville,529,106,423,5,4,414,2022,20.03780718336484
62004,Achicourt,6013,1493,4520,42,55,4423,2022,24.829536005321803
62005,Achiet-Le-Grand,741,187,554,14,5,535,2022,25.236167341430498
62006,Achiet-Le-Petit,255,42,213,2,1,210,2022,16.470588235294116
62007,Acq,546,94,452,12,3,437,2022,17.216117216117215
62008,Acquin-Westbécourt,591,143,448,4,3,441,2022,24.196277495769884
62009,Adinfer,211,40,171,6,2,163,2022,18.95734597156398
62010,Affringues,196,27,169,2,0,167,2022,13.77551020408163
62011,Agnez-Lès-Duisans,562,95,467,5,6,456,2022,16.90391459074733
62012,Agnières,170,30,140,4,0,136,2022,17.647058823529413
62013,Agny,1644,390,1254,12,16,1226,2022,23.722627737226276
62014,Aire-Sur-La-Lys,7564,2009,5555,69,44,5442,2022,26.56002115282919
62015,Airon-Notre-Dame,191,34,157,5,0,152,2022,17.801047120418847
62016,Airon-Saint-Vaast,149,22,127,2,3,122,2022,14.76510067114094
62017,Aix-En-Ergny,136,38,98,0,4,94,2022,27.941176470588236
62018,Aix-En-Issart,225,30,195,2,3,190,2022,13.333333333333334
62019,Aix-Noulette,2955,644,2311,31,12,2268,2022,21.79357021996616
62020,Alembon,436,105,331,4,1,326,2022,24.08256880733945
62021,Alette,298,48,250,5,1,244,2022,16.10738255033557
62022,Alincthun,261,38,223,2,1,220,2022,14.559386973180077
62023,Allouagne,2398,602,1796,21,8,1767,2022,25.10425354462052
62024,Alquines,664,163,501,13,0,488,2022,24.548192771084338
62025,Ambleteuse,1790,446,1344,15,15,1314,2022,24.916201117318433
62026,Ambricourt,103,13,90,1,3,86,2022,12.62135922330097
62027,Ambrines,163,26,137,4,2,131,2022,15.950920245398773
62028,Ames,484,99,385,3,3,379,2022,20.454545454545457
62029,Amettes,335,45,290,6,2,282,2022,13.432835820895523
62030,Amplier,231,48,183,4,1,178,2022,20.77922077922078
62031,Andres,1182,270,912,15,2,895,2022,22.84263959390863
62032,Angres,3274,637,2637,38,18,2581,2022,19.456322541233963
62033,Annay,3266,730,2536,34,18,2484,2022,22.351500306184935
62034,Annequin,1727,358,1369,15,12,1342,2022,20.729588882455126
62035,Annezin,4448,1153,3295,42,25,3228,2022,25.92176258992806
62036,Anvin,567,156,411,9,2,400,2022,27.513227513227513
62037,Anzin-Saint-Aubin,2390,411,1979,23,11,1945,2022,17.196652719665273
62038,Ardres,3453,845,2608,37,18,2553,2022,24.471474080509704
62039,Arleux-En-Gohelle,763,127,636,10,3,623,2022,16.644823066841415
62040,Arques,7097,1917,5180,63,50,5067,2022,27.011413273214036
62041,Arras,26719,7924,18795,217,159,18419,2022,29.656798532879225
62042,Athies,852,179,673,17,3,653,2022,21.009389671361504
62043,Les Attaques,1567,366,1201,20,15,1166,2022,23.35673261008296
62044,Attin,652,148,504,16,3,485,2022,22.699386503067483
62045,Aubigny-En-Artois,1038,240,798,21,18,759,2022,23.121387283236995
62046,Aubin-Saint-Vaast,560,143,417,12,7,398,2022,25.535714285714285
62047,Aubrometz,129,31,98,1,0,97,2022,24.031007751937985
62048,Auchel,7450,2741,4709,29,43,4637,2022,36.79194630872483
62049,Auchy-Au-Bois,396,83,313,4,4,305,2022,20.95959595959596
62050,Auchy-Lès-Hesdin,1161,265,896,15,5,876,2022,22.82515073212748
62051,Auchy-Les-Mines,3856,1092,2764,32,24,2708,2022,28.319502074688796
62052,Audembert,360,59,301,8,3,290,2022,16.38888888888889
62053,Audincthun,523,111,412,5,6,401,2022,21.223709369024856
62054,Audinghen,480,70,410,3,4,403,2022,14.583333333333334
62055,Audrehem,430,99,331,3,8,320,2022,23.02325581395349
62056,Audresselles,652,193,459,2,4,453,2022,29.601226993865033
62057,Audruicq,3984,935,3049,45,20,2984,2022,23.468875502008032
62058,Aumerval,163,31,132,1,0,131,2022,19.018404907975462
62059,Autingues,256,60,196,6,3,187,2022,23.4375
62060,Auxi-Le-Château,2038,607,1431,9,6,1416,2022,29.784102060843963
62061,Averdoingt,206,22,184,10,4,170,2022,10.679611650485436
62062,Avesnes,32,5,27,1,0,26,2022,15.625
62063,Avesnes-Le-Comte,1499,422,1077,13,6,1058,2022,28.152101400933955
62064,Avesnes-Lès-Bapaume,142,39,103,2,0,101,2022,27.464788732394368
62065,Avion,12296,3609,8687,91,67,8529,2022,29.351008458035132
62066,Avondance,35,10,25,0,1,24,2022,28.57142857142857
62067,Avroult,447,88,359,8,7,344,2022,19.686800894854585
62068,Ayette,278,54,224,2,3,219,2022,19.424460431654676
62069,Azincourt,233,34,199,3,0,196,2022,14.592274678111588
62070,Bailleul-Aux-Cornailles,221,48,173,5,0,168,2022,21.71945701357466
62071,Bailleul-Lès-Pernes,294,48,246,3,3,240,2022,16.3265306122449
62072,Bailleulmont,201,41,160,0,2,158,2022,20.398009950248756
62073,Bailleul-Sir-Berthoult,1145,240,905,13,5,887,2022,20.96069868995633
62074,Bailleulval,182,30,152,1,1,150,2022,16.483516483516482
62075,Baincthun,1139,258,881,12,12,857,2022,22.651448639157156
62076,Bainghen,168,31,137,1,1,135,2022,18.452380952380953
62077,Bajus,291,60,231,1,3,227,2022,20.618556701030926
62078,Balinghem,936,172,764,8,7,749,2022,18.37606837606838
62079,Bancourt,68,12,56,3,2,51,2022,17.647058823529413
62080,Bapaume,2104,740,1364,23,13,1328,2022,35.17110266159696
62081,Baralle,395,108,287,11,0,276,2022,27.341772151898734
62082,Barastre,212,44,168,3,1,164,2022,20.754716981132077
62083,Barlin,5756,1723,4033,46,34,3953,2022,29.93398193189715
62084,Barly,172,32,140,2,3,135,2022,18.6046511627907
62085,Basseux,117,20,97,4,2,91,2022,17.094017094017094
62086,Bavincourt,294,57,237,3,0,234,2022,19.387755102040817
62087,Bayenghem-Lès-Eperlecques,767,143,624,7,3,614,2022,18.64406779661017
62088,Bayenghem-Lès-Seninghem,275,33,242,3,2,237,2022,12.0
62089,Bazinghen,312,44,268,3,0,265,2022,14.102564102564102
62090,Béalencourt,103,15,88,1,1,86,2022,14.563106796116504
62091,Beaudricourt,86,8,78,2,0,76,2022,9.30232558139535
62092,Beaufort-Blavincourt,321,64,257,3,0,254,2022,19.937694704049843
62093,Beaulencourt,158,51,107,2,1,104,2022,32.278481012658226
62094,Beaumerie-Saint-Martin,309,62,247,1,0,246,2022,20.06472491909385
62095,Beaumetz-Lès-Aire,177,48,129,1,0,128,2022,27.11864406779661
62096,Beaumetz-Lès-Cambrai,418,101,317,3,2,312,2022,24.16267942583732
62097,Beaumetz-Lès-Loges,784,161,623,15,3,605,2022,20.535714285714285
62099,Beaurains,4278,1105,3173,38,30,3105,2022,25.829827021972886
62100,Beaurainville,1610,453,1157,19,7,1131,2022,28.13664596273292
62101,Beauvois,104,30,74,0,1,73,2022,28.846153846153843
62102,Bécourt,195,25,170,0,1,169,2022,12.82051282051282
62103,Béhagnies,98,14,84,0,1,83,2022,14.285714285714285
62104,Bellebrune,313,31,282,2,2,278,2022,9.904153354632587
62105,Belle-Et-Houllefort,432,79,353,5,2,346,2022,18.287037037037038
62106,Bellonne,199,31,168,2,1,165,2022,15.577889447236181
62107,Bénifontaine,312,46,266,4,3,259,2022,14.743589743589745
62108,Berck,11028,3371,7657,105,64,7488,2022,30.56764599202031
62109,Bergueneuse,151,32,119,5,1,113,2022,21.192052980132452
62111,Berlencourt-Le-Cauroy,187,31,156,5,1,150,2022,16.577540106951872
62112,Berles-Au-Bois,413,85,328,0,3,325,2022,20.581113801452787
62113,Berles-Monchel,397,81,316,7,4,305,2022,20.40302267002519
62114,Bermicourt,142,25,117,0,0,117,2022,17.6056338028169
62115,Berneville,407,82,325,9,0,316,2022,20.14742014742015
62116,Bernieulles,148,27,121,2,0,119,2022,18.243243243243242
62117,Bertincourt,719,208,511,4,2,505,2022,28.929068150208625
62118,Béthonsart,130,23,107,0,1,106,2022,17.692307692307693
62119,Béthune,17396,5815,11581,138,81,11362,2022,33.42722464934468
62120,Beugin,388,61,327,6,2,319,2022,15.721649484536082
62121,Beugnâtre,126,30,96,1,1,94,2022,23.809523809523807
62122,Beugny,250,61,189,1,4,184,2022,24.4
62123,Beussent,386,76,310,2,3,305,2022,19.689119170984455
62124,Beutin,358,79,279,7,1,271,2022,22.067039106145252
62125,Beuvrequen,401,64,337,0,0,337,2022,15.96009975062344
62126,Beuvry,6888,2034,4854,32,54,4768,2022,29.529616724738677
62127,Bezinghem,288,46,242,4,1,237,2022,15.972222222222221
62128,Biache-Saint-Vaast,3355,834,2521,30,16,2475,2022,24.858420268256335
62129,Biefvillers-Lès-Bapaume,81,21,60,1,1,58,2022,25.925925925925924
62130,Bienvillers-Au-Bois,530,105,425,5,1,419,2022,19.81132075471698
62131,Bihucourt,270,64,206,4,1,201,2022,23.703703703703706
62132,Billy-Berclau,3803,821,2982,51,25,2906,2022,21.5882198264528
62133,Billy-Montigny,5180,1441,3739,50,20,3669,2022,27.81853281853282
62134,Bimont,101,17,84,1,1,82,2022,16.831683168316832
62135,Blairville,248,50,198,0,0,198,2022,20.161290322580644
62137,Blangerval-Blangermont,89,15,74,1,0,73,2022,16.853932584269664
62138,Blangy-Sur-Ternoise,541,125,416,6,7,403,2022,23.10536044362292
62139,Blendecques,3796,1004,2792,41,23,2728,2022,26.44889357218124
62140,Bléquin,382,103,279,9,0,270,2022,26.96335078534031
62141,Blessy,646,133,513,6,2,505,2022,20.588235294117645
62142,Blingel,111,20,91,1,0,90,2022,18.01801801801802
62143,Boffles,34,6,28,0,0,28,2022,17.647058823529413
62144,Boiry-Becquerelle,369,69,300,5,1,294,2022,18.69918699186992
62145,Boiry-Notre-Dame,392,90,302,1,0,301,2022,22.95918367346939
62146,Boiry-Saint-Martin,210,45,165,3,0,162,2022,21.428571428571427
62147,Boiry-Sainte-Rictrude,287,43,244,2,2,240,2022,14.982578397212542
62148,Bois-Bernard,661,128,533,9,5,519,2022,19.36459909228442
62149,Boisdinghem,197,35,162,0,3,159,2022,17.766497461928935
62150,Boisjean,418,35,383,5,6,372,2022,8.373205741626794
62151,Boisleux-Au-Mont,424,64,360,8,5,347,2022,15.09433962264151
62152,Boisleux-Saint-Marc,191,18,173,6,0,167,2022,9.424083769633508
62153,Bomy,514,117,397,7,3,387,2022,22.762645914396888
62154,Bonnières,587,148,439,4,7,428,2022,25.2129471890971
62155,Bonningues-Lès-Ardres,485,90,395,2,3,390,2022,18.556701030927837
62156,Bonningues-Lès-Calais,486,69,417,8,4,405,2022,14.19753086419753
62157,Boubers-Lès-Hesmond,61,6,55,0,0,55,2022,9.836065573770492
62158,Boubers-Sur-Canche,473,110,363,1,0,362,2022,23.25581395348837
62160,Boulogne-Sur-Mer,25712,8746,16966,204,116,16646,2022,34.01524579962663
62161,Bouquehault,545,136,409,5,0,404,2022,24.954128440366972
62162,Bourecq,403,77,326,3,4,319,2022,19.106699751861044
62163,Bouret-Sur-Canche,206,41,165,2,3,160,2022,19.902912621359224
62164,Bourlon,915,218,697,10,3,684,2022,23.825136612021858
62165,Bournonville,175,27,148,3,3,142,2022,15.428571428571427
62166,Bours,516,109,407,1,2,404,2022,21.124031007751938
62167,Boursin,223,48,175,5,4,166,2022,21.524663677130047
62168,Bourthes,592,99,493,14,8,471,2022,16.722972972972975
62169,Bouvelinghem,188,37,151,0,1,150,2022,19.680851063829788
62170,Bouvigny-Boyeffles,1935,440,1495,30,8,1457,2022,22.739018087855296
62171,Boyaval,90,12,78,1,0,77,2022,13.333333333333334
62172,Boyelles,274,42,232,6,1,225,2022,15.328467153284672
62173,Brebières,4050,1024,3026,41,19,2966,2022,25.283950617283953
62174,Brêmes,996,232,764,13,4,747,2022,23.293172690763054
62175,Brévillers,120,16,104,2,1,101,2022,13.333333333333334
62176,Bréxent-Enocq,557,152,405,7,0,398,2022,27.289048473967686
62177,Brimeux,673,142,531,5,5,521,2022,21.099554234769688
62178,Bruay-La-Buissière,15328,4781,10547,130,75,10342,2022,31.19128392484342
62179,Brunembert,295,55,240,4,2,234,2022,18.64406779661017
62180,Brias,232,42,190,4,0,186,2022,18.103448275862068
62181,Bucquoy,1025,252,773,2,8,763,2022,24.585365853658537
62182,Buire-Au-Bois,206,40,166,5,0,161,2022,19.41747572815534
62183,Buire-Le-Sec,589,139,450,10,5,435,2022,23.599320882852293
62184,Buissy,216,46,170,1,3,166,2022,21.296296296296298
62185,Bullecourt,174,42,132,1,0,131,2022,24.137931034482758
62186,Bully-Les-Mines,9319,3022,6297,74,51,6172,2022,32.428372142933796
62187,Buneville,132,22,110,0,0,110,2022,16.666666666666664
62188,Burbure,2234,464,1770,23,14,1733,2022,20.769919427036708
62189,Bus,100,22,78,0,2,76,2022,22.0
62190,Busnes,985,166,819,10,8,801,2022,16.85279187817259
62191,Caffiers,459,112,347,2,3,342,2022,24.40087145969499
62192,Cagnicourt,305,62,243,2,2,239,2022,20.327868852459016
62193,Calais,50946,17887,33059,376,237,32446,2022,35.109724021512974
62194,Calonne-Ricouart,4401,1403,2998,37,21,2940,2022,31.879118382185865
62195,Calonne-Sur-La-Lys,1235,290,945,14,10,921,2022,23.481781376518217
62196,La Calotterie,469,86,383,8,6,369,2022,18.336886993603414
62197,Camblain-Châtelain,1336,373,963,17,5,941,2022,27.91916167664671
62198,Cambligneul,290,57,233,5,3,225,2022,19.655172413793103
62199,Camblain-L'Abbé,514,90,424,11,4,409,2022,17.509727626459142
62200,Cambrin,857,148,709,9,4,696,2022,17.269544924154026
62201,Camiers,2300,652,1648,21,12,1615,2022,28.347826086956523
62202,Campagne-Lès-Boulonnais,466,71,395,4,1,390,2022,15.236051502145923
62203,Campagne-Lès-Guines,351,62,289,3,2,284,2022,17.663817663817664
62204,Campagne-Lès-Hesdin,1193,207,986,8,14,964,2022,17.351215423302598
62205,Campagne-Lès-Wardrecques,1037,194,843,11,4,828,2022,18.70781099324976
62206,Campigneulles-Les-Grandes,253,43,210,0,1,209,2022,16.99604743083004
62207,Campigneulles-Les-Petites,478,74,404,5,3,396,2022,15.481171548117153
62208,Canettemont,55,7,48,1,0,47,2022,12.727272727272727
62209,Canlers,151,24,127,1,2,124,2022,15.894039735099339
62211,Capelle-Fermont,190,37,153,2,2,149,2022,19.473684210526315
62212,Capelle-Lès-Hesdin,350,54,296,8,1,287,2022,15.428571428571427
62213,Carency,650,129,521,11,2,508,2022,19.846153846153847
62214,Carly,481,58,423,4,3,416,2022,12.058212058212058
62215,Carvin,12879,4016,8863,85,54,8724,2022,31.182545228666818
62216,La Cauchie,169,33,136,2,2,132,2022,19.526627218934912
62217,Cauchy-À-La-Tour,2041,504,1537,27,17,1493,2022,24.693777560019598
62218,Caucourt,263,32,231,3,5,223,2022,12.167300380228136
62219,Caumont,152,34,118,0,1,117,2022,22.36842105263158
62220,Cavron-Saint-Martin,372,87,285,3,3,279,2022,23.387096774193548
62221,Chelers,202,29,173,0,1,172,2022,14.356435643564355
62222,Chériennes,116,12,104,5,2,97,2022,10.344827586206897
62223,Chérisy,215,30,185,1,2,182,2022,13.953488372093023
62224,Chocques,2467,725,1742,20,10,1712,2022,29.387920551276853
62225,Clairmarais,490,106,384,4,1,379,2022,21.63265306122449
62227,Clenleu,155,30,125,1,0,124,2022,19.35483870967742
62228,Clerques,247,46,201,4,1,196,2022,18.62348178137652
62229,Cléty,607,110,497,4,3,490,2022,18.12191103789127
62230,Colembert,667,100,567,11,4,552,2022,14.992503748125937
62231,Colline-Beaumont,121,34,87,1,1,85,2022,28.09917355371901
62232,La Comté,694,126,568,6,5,557,2022,18.155619596541786
62233,Conchil-Le-Temple,892,175,717,14,4,699,2022,19.61883408071749
62234,Conchy-Sur-Canche,174,39,135,2,0,133,2022,22.413793103448278
62235,Condette,2271,487,1784,25,6,1753,2022,21.44429766622633
62236,Contes,274,43,231,2,1,228,2022,15.693430656934307
62237,Conteville-Lès-Boulogne,388,52,336,10,3,323,2022,13.402061855670103
62238,Conteville-En-Ternois,77,16,61,1,1,59,2022,20.77922077922078
62239,Coquelles,2078,523,1555,21,13,1521,2022,25.16843118383061
62240,Corbehem,1484,364,1120,21,7,1092,2022,24.528301886792452
62241,Cormont,243,54,189,3,0,186,2022,22.22222222222222
62242,Couin,90,15,75,0,0,75,2022,16.666666666666664
62243,Coullemont,96,16,80,1,0,79,2022,16.666666666666664
62244,Coulogne,4518,1149,3369,41,33,3295,2022,25.431606905710492
62245,Coulomby,565,135,430,4,1,425,2022,23.893805309734514
62246,Coupelle-Neuve,136,27,109,0,0,109,2022,19.852941176470587
62247,Coupelle-Vieille,409,65,344,6,1,337,2022,15.892420537897312
62248,Courcelles-Le-Comte,353,63,290,3,1,286,2022,17.847025495750707
62249,Courcelles-Lès-Lens,4858,1290,3568,51,17,3500,2022,26.55413750514615
62250,Courrières,7820,2235,5585,58,57,5470,2022,28.58056265984655
62251,Courset,390,45,345,5,1,339,2022,11.538461538461538
62252,La Couture,2167,515,1652,29,8,1615,2022,23.76557452699585
62253,Couturelle,64,5,59,1,0,58,2022,7.8125
62254,Coyecques,498,109,389,4,3,382,2022,21.88755020080321
62255,Crémarest,594,97,497,4,2,491,2022,16.329966329966332
62256,Crépy,118,18,100,3,1,96,2022,15.254237288135593
62257,Créquy,335,60,275,10,5,260,2022,17.91044776119403
62258,Croisette,220,29,191,3,2,186,2022,13.18181818181818
62259,Croisilles,1242,273,969,20,8,941,2022,21.980676328502415
62260,Croix-En-Ternois,219,42,177,0,0,177,2022,19.17808219178082
62261,Cucq,4414,1008,3406,33,24,3349,2022,22.836429542365202
62262,Cuinchy,1340,294,1046,17,9,1020,2022,21.940298507462686
62263,Dainville,4581,889,3692,59,30,3603,2022,19.40624317834534
62264,Dannes,1068,236,832,16,6,810,2022,22.09737827715356
62265,Delettes,842,129,713,10,0,703,2022,15.320665083135394
62266,Denier,58,6,52,1,0,51,2022,10.344827586206897
62267,Dennebroeucq,291,68,223,3,1,219,2022,23.367697594501717
62268,Desvres,3439,1068,2371,27,27,2317,2022,31.055539400988657
62269,Diéval,578,128,450,4,0,446,2022,22.145328719723185
62270,Divion,5136,1685,3451,42,18,3391,2022,32.807632398753896
62271,Dohem,596,107,489,9,4,476,2022,17.953020134228186
62272,Douchy-Lès-Ayette,211,46,165,4,0,161,2022,21.80094786729858
62273,Doudeauville,471,95,376,7,7,362,2022,20.169851380042463
62274,Dourges,4390,1126,3264,43,14,3207,2022,25.649202733485193
62275,Douriez,223,43,180,7,1,172,2022,19.282511210762333
62276,Douvrin,4442,1201,3241,54,21,3166,2022,27.03737055380459
62277,Drocourt,2082,567,1515,19,10,1486,2022,27.23342939481268
62278,Drouvin-Le-Marais,498,97,401,11,0,390,2022,19.477911646586346
62279,Duisans,1147,203,944,13,6,925,2022,17.698343504795115
62280,Dury,290,55,235,4,1,230,2022,18.96551724137931
62281,Echinghen,278,47,231,0,1,230,2022,16.906474820143885
62282,Eclimeux,135,28,107,1,1,105,2022,20.74074074074074
62283,Ecoivres,87,16,71,2,0,69,2022,18.39080459770115
62284,Ecourt-Saint-Quentin,1327,271,1056,10,7,1039,2022,20.422004521477017
62285,Ecoust-Saint-Mein,374,61,313,5,4,304,2022,16.31016042780749
62286,Ecquedecques,384,86,298,4,0,294,2022,22.395833333333336
62288,Ecques,1701,347,1354,30,13,1311,2022,20.39976484420929
62289,Ecuires,574,139,435,2,6,427,2022,24.21602787456446
62290,Ecurie,292,32,260,2,1,257,2022,10.95890410958904
62291,Eleu-Dit-Leauwette,2073,593,1480,20,11,1449,2022,28.605885190545106
62292,Elnes,659,124,535,4,6,525,2022,18.81638846737481
62293,Embry,195,26,169,1,0,168,2022,13.333333333333334
62295,Enquin-Lez-Guinegatte,1137,251,886,22,8,856,2022,22.075637642919965
62296,Enquin-Sur-Baillons,173,22,151,1,1,149,2022,12.716763005780345
62297,Eperlecques,2745,636,2109,31,14,2064,2022,23.169398907103826
62298,Epinoy,387,99,288,4,0,284,2022,25.581395348837212
62299,Eps,194,29,165,1,0,164,2022,14.948453608247423
62300,Equihen-Plage,2131,544,1587,17,15,1555,2022,25.527921163772877
62301,Equirre,62,13,49,0,1,48,2022,20.967741935483872
62302,Ergny,180,42,138,0,3,135,2022,23.333333333333332
62303,Erin,164,29,135,0,5,130,2022,17.682926829268293
62304,Erny-Saint-Julien,261,61,200,3,3,194,2022,23.371647509578544
62306,Ervillers,282,58,224,1,3,220,2022,20.56737588652482
62307,Escalles,189,33,156,5,0,151,2022,17.46031746031746
62308,Escoeuilles,381,93,288,2,9,277,2022,24.409448818897637
62309,Esquerdes,1200,220,980,6,12,962,2022,18.333333333333332
62310,Essars,1430,337,1093,14,6,1073,2022,23.566433566433567
62311,Estevelles,1569,419,1150,21,5,1124,2022,26.704907584448694
62312,Estrée,207,40,167,2,2,163,2022,19.32367149758454
62313,Estrée-Blanche,625,151,474,8,4,462,2022,24.16
62314,Estrée-Cauchy,265,54,211,8,2,201,2022,20.37735849056604
62315,Estréelles,274,51,223,4,2,217,2022,18.613138686131386
62316,Estrée-Wamin,165,35,130,0,3,127,2022,21.21212121212121
62317,Etaing,330,88,242,10,1,231,2022,26.666666666666668
