code_commune,commune,inscrits,abstentions,votants,blancs,nuls,exprimes,annee,taux_abstention
62318,Etaples,8017,2444,5573,61,26,5486,2022,30.48521890981664
62319,Eterpigny,207,23,184,3,1,180,2022,11.11111111111111
62320,Etrun,245,35,210,1,2,207,2022,14.285714285714285
62321,Evin-Malmaison,3421,1042,2379,19,13,2347,2022,30.45893013738673
62322,Famechon,99,20,79,0,2,77,2022,20.2020202020202
62323,Fampoux,924,168,756,11,6,739,2022,18.181818181818183
62324,Farbus,524,103,421,4,5,412,2022,19.65648854961832
62325,Fauquembergues,682,122,560,8,3,549,2022,17.888563049853374
62326,Favreuil,200,55,145,1,2,142,2022,27.500000000000004
62327,Febvin-Palfart,438,99,339,4,1,334,2022,22.602739726027394
62328,Ferfay,637,119,518,10,0,508,2022,18.681318681318682
62329,Ferques,1439,373,1066,16,4,1046,2022,25.920778318276582
62330,Festubert,1052,222,830,18,6,806,2022,21.102661596958175
62331,Feuchy,808,162,646,8,7,631,2022,20.049504950495052
62332,Ficheux,404,47,357,7,2,348,2022,11.633663366336634
62333,Fiefs,279,61,218,4,2,212,2022,21.863799283154123
62334,Fiennes,702,141,561,5,5,551,2022,20.085470085470085
62335,Fillièvres,343,67,276,1,2,273,2022,19.533527696793
62336,Fléchin,399,74,325,5,0,320,2022,18.546365914786968
62337,Flers,172,25,147,2,0,145,2022,14.534883720930234
62338,Fleurbaix,2396,459,1937,21,3,1913,2022,19.156928213689483
62339,Fleury,84,16,68,2,1,65,2022,19.047619047619047
62340,Floringhem,645,132,513,7,2,504,2022,20.46511627906977
62341,Foncquevillers,321,53,268,2,7,259,2022,16.510903426791277
62342,Fontaine-Lès-Boulans,88,23,65,1,0,64,2022,26.136363636363637
62343,Fontaine-Lès-Croisilles,237,39,198,1,3,194,2022,16.455696202531644
62344,Fontaine-Lès-Hermans,79,18,61,0,0,61,2022,22.78481012658228
62345,Fontaine-L'Etalon,76,6,70,1,1,68,2022,7.894736842105263
62346,Fortel-En-Artois,170,26,144,1,0,143,2022,15.294117647058824
62347,Fosseux,112,12,100,2,0,98,2022,10.714285714285714
62348,Foufflin-Ricametz,121,22,99,2,0,97,2022,18.181818181818183
62349,Fouquereuil,1211,251,960,19,8,933,2022,20.726672171758878
62350,Fouquières-Lès-Béthune,833,148,685,12,7,666,2022,17.767106842737096
62351,Fouquières-Lès-Lens,4331,1170,3161,34,18,3109,2022,27.014546294158393
62352,Framecourt,83,11,72,1,2,69,2022,13.253012048192772
62353,Frémicourt,200,52,148,2,2,144,2022,26.0
62354,Frencq,661,155,506,9,0,497,2022,23.44931921331316
62355,Fresnes-Lès-Montauban,419,62,357,3,3,351,2022,14.797136038186157
62356,Fresnicourt-Le-Dolmen,699,144,555,10,5,540,2022,20.600858369098713
62357,Fresnoy,45,10,35,0,1,34,2022,22.22222222222222
62358,Fresnoy-En-Gohelle,193,42,151,2,0,149,2022,21.761658031088082
62359,Fressin,458,75,383,10,2,371,2022,16.375545851528383
62360,Fréthun,1033,224,809,15,6,788,2022,21.684414327202322
62361,Frévent,2348,695,1653,17,14,1622,2022,29.59965928449744
62362,Frévillers,199,41,158,1,1,156,2022,20.603015075376884
62363,Frévin-Capelle,325,49,276,12,3,261,2022,15.076923076923077
62364,Fruges,1489,354,1135,11,10,1114,2022,23.774345198119544
62365,Galametz,139,25,114,4,1,109,2022,17.985611510791365
62366,Gauchin-Légal,270,60,210,2,1,207,2022,22.22222222222222
62367,Gauchin-Verloingt,530,95,435,7,3,425,2022,17.92452830188679
62368,Gaudiempré,134,25,109,1,1,107,2022,18.65671641791045
62369,Gavrelle,572,119,453,5,2,446,2022,20.804195804195803
62370,Gennes-Ivergny,97,22,75,0,0,75,2022,22.68041237113402
62371,Givenchy-En-Gohelle,1728,351,1377,18,10,1349,2022,20.3125
62372,Givenchy-Le-Noble,129,25,104,7,1,96,2022,19.379844961240313
62373,Givenchy-Lès-La-Bassée,835,180,655,11,4,640,2022,21.55688622754491
62374,Gomiécourt,118,22,96,2,0,94,2022,18.64406779661017
62375,Gommecourt,83,22,61,0,2,59,2022,26.506024096385545
62376,Gonnehem,1946,424,1522,27,4,1491,2022,21.788283658787254
62377,Gosnay,696,135,561,10,4,547,2022,19.396551724137932
62378,Gouves,167,23,144,4,1,139,2022,13.77245508982036
62379,Gouy-En-Artois,279,54,225,3,2,220,2022,19.35483870967742
62380,Gouy-Servins,277,48,229,0,2,227,2022,17.328519855595665
62381,Gouy-En-Ternois,112,24,88,1,1,86,2022,21.428571428571427
62382,Gouy-Saint-André,525,92,433,11,4,418,2022,17.523809523809526
62383,Gouy-Sous-Bellonne,1035,202,833,3,3,827,2022,19.516908212560384
62384,Graincourt-Lès-Havrincourt,460,112,348,7,0,341,2022,24.347826086956523
62385,Grand-Rullecourt,301,51,250,0,0,250,2022,16.943521594684384
62386,Grenay,4567,1332,3235,31,24,3180,2022,29.165754324501865
62387,Grévillers,293,53,240,3,4,233,2022,18.088737201365188
62388,Grigny,210,34,176,1,0,175,2022,16.19047619047619
62389,Grincourt-Lès-Pas,34,4,30,0,0,30,2022,11.76470588235294
62390,Groffliers,1369,270,1099,28,7,1064,2022,19.722425127830533
62391,Guarbecque,1180,274,906,10,7,889,2022,23.220338983050848
62392,Guémappe,327,52,275,9,0,266,2022,15.902140672782874
62393,Guemps,883,190,693,6,6,681,2022,21.517553793884485
62395,Guigny,142,31,111,1,0,110,2022,21.830985915492956
62396,Guinecourt,15,2,13,0,0,13,2022,13.333333333333334
62397,Guînes,3902,951,2951,33,23,2895,2022,24.372116863147102
62398,Guisy,235,31,204,4,1,199,2022,13.191489361702127
62399,Habarcq,574,138,436,9,4,423,2022,24.041811846689896
62400,Haillicourt,3539,993,2546,29,10,2507,2022,28.058773664877084
62401,Haisnes,3464,888,2576,24,38,2514,2022,25.635103926096996
62402,Halinghen,226,51,175,3,0,172,2022,22.566371681415927
62403,Hallines,967,225,742,10,6,726,2022,23.26783867631851
62404,Halloy,165,23,142,1,1,140,2022,13.939393939393941
62405,Hamblain-Les-Prés,392,69,323,6,2,315,2022,17.602040816326532
62406,Hamelincourt,206,25,181,1,2,178,2022,12.135922330097088
62407,Ham-En-Artois,809,150,659,6,2,651,2022,18.541409147095177
62408,Hames-Boucres,1132,218,914,14,4,896,2022,19.257950530035338
62409,Hannescamps,160,23,137,1,1,135,2022,14.374999999999998
62410,Haplincourt,169,36,133,0,1,132,2022,21.301775147928996
62411,Haravesnes,38,4,34,1,1,32,2022,10.526315789473683
62412,Hardinghen,907,209,698,9,7,682,2022,23.042998897464166
62413,Harnes,8537,2418,6119,75,37,6007,2022,28.323767131310767
62414,Haucourt,187,39,148,1,1,146,2022,20.855614973262032
62415,Haute-Avesnes,388,61,327,5,1,321,2022,15.721649484536082
62416,Hautecloque,170,33,137,3,3,131,2022,19.411764705882355
62418,Hauteville,248,43,205,3,0,202,2022,17.338709677419356
62419,Haut-Loquin,116,25,91,0,2,89,2022,21.551724137931032
62421,Havrincourt,280,62,218,2,2,214,2022,22.142857142857142
62422,Hébuterne,417,94,323,5,2,316,2022,22.54196642685851
62423,Helfaut,1276,254,1022,16,18,988,2022,19.905956112852667
62424,Hendecourt-Lès-Cagnicourt,259,59,200,3,1,196,2022,22.779922779922778
62425,Hendecourt-Lès-Ransart,103,25,78,4,1,73,2022,24.271844660194176
62426,Héninel,164,29,135,1,0,134,2022,17.682926829268293
62427,Hénin-Beaumont,18127,4856,13271,155,89,13027,2022,26.78876813592983
62428,Hénin-Sur-Cojeul,417,63,354,4,3,347,2022,15.107913669064748
62429,Henneveux,260,55,205,3,1,201,2022,21.153846153846153
62430,Hénu,126,21,105,5,1,99,2022,16.666666666666664
62432,Herbinghen,295,57,238,2,3,233,2022,19.322033898305087
62433,Héricourt,81,12,69,0,0,69,2022,14.814814814814813
62434,La Herlière,103,16,87,1,1,85,2022,15.53398058252427
62435,Herlincourt,86,10,76,3,1,72,2022,11.627906976744185
62436,Herlin-Le-Sec,106,18,88,1,3,84,2022,16.9811320754717
62437,Herly,239,56,183,2,0,181,2022,23.430962343096233
62438,Hermaville,471,86,385,7,3,375,2022,18.259023354564754
62439,Hermelinghen,288,60,228,6,3,219,2022,20.833333333333336
62440,Hermies,853,252,601,11,1,589,2022,29.54279015240328
62441,Hermin,178,24,154,4,2,148,2022,13.48314606741573
62442,Hernicourt,396,63,333,2,0,331,2022,15.909090909090908
62443,Hersin-Coupigny,4601,1104,3497,39,22,3436,2022,23.994783742664637
62444,Hervelinghen,198,44,154,2,2,150,2022,22.22222222222222
62445,Hesdigneul-Lès-Béthune,707,148,559,3,7,549,2022,20.933521923620933
62446,Hesdigneul-Lès-Boulogne,636,150,486,5,0,481,2022,23.58490566037736
62447,Hesdin,1542,496,1046,12,11,1023,2022,32.16601815823606
62448,Hesdin-L'Abbé,1501,271,1230,22,9,1199,2022,18.05463024650233
62449,Hesmond,147,30,117,3,0,114,2022,20.408163265306122
62450,Hestrus,181,22,159,0,1,158,2022,12.154696132596685
62451,Heuchin,363,65,298,3,3,292,2022,17.90633608815427
62452,Heuringhem,1162,195,967,14,3,950,2022,16.78141135972461
62453,Hézecques,102,14,88,2,0,86,2022,13.725490196078432
62454,Hinges,1911,302,1609,27,6,1576,2022,15.803244374672945
62455,Hocquinghen,89,15,74,2,0,72,2022,16.853932584269664
62456,Houchin,627,125,502,7,2,493,2022,19.936204146730464
62457,Houdain,5274,1379,3895,41,25,3829,2022,26.14713689799014
62458,Houlle,792,167,625,15,7,603,2022,21.085858585858585
62459,Houvin-Houvigneul,188,30,158,3,3,152,2022,15.957446808510639
62460,Hubersent,204,43,161,4,0,157,2022,21.07843137254902
62461,Huby-Saint-Leu,609,170,439,6,2,431,2022,27.914614121510674
62462,Huclier,102,15,87,1,0,86,2022,14.705882352941178
62463,Hucqueliers,376,70,306,1,1,304,2022,18.617021276595743
62464,Hulluch,2680,708,1972,21,18,1933,2022,26.417910447761194
62465,Humbercamps,189,32,157,5,0,152,2022,16.93121693121693
62466,Humbert,194,33,161,1,1,159,2022,17.010309278350515
62467,Humeroeuille,130,23,107,1,0,106,2022,17.692307692307693
62468,Humières,188,33,155,2,1,152,2022,17.5531914893617
62469,Inchy-En-Artois,425,112,313,3,2,308,2022,26.35294117647059
62470,Incourt,72,14,58,3,0,55,2022,19.444444444444446
62471,Bellinghem,830,160,670,20,6,644,2022,19.27710843373494
62472,Inxent,138,36,102,2,0,100,2022,26.08695652173913
62473,Isbergues,7101,2243,4858,81,50,4727,2022,31.58710040839318
62474,Isques,937,187,750,11,4,735,2022,19.957310565635005
62475,Ivergny,203,45,158,0,6,152,2022,22.167487684729064
62476,Izel-Lès-Equerchin,829,188,641,11,3,627,2022,22.67792521109771
62477,Izel-Lès-Hameau,574,123,451,13,1,437,2022,21.428571428571427
62478,Journy,208,46,162,2,0,160,2022,22.115384615384613
62479,Labeuvrière,1273,231,1042,10,8,1024,2022,18.146111547525532
62480,Labourse,2230,575,1655,19,14,1622,2022,25.784753363228702
62481,Labroye,117,20,97,2,1,94,2022,17.094017094017094
62483,Lacres,177,40,137,3,2,132,2022,22.598870056497177
62484,Lagnicourt-Marcel,269,55,214,6,1,207,2022,20.44609665427509
62485,Laires,254,34,220,2,4,214,2022,13.385826771653544
62486,Lambres,835,195,640,5,4,631,2022,23.353293413173652
62487,Landrethun-Le-Nord,923,190,733,10,6,717,2022,20.585048754062836
62488,Landrethun-Lès-Ardres,597,105,492,5,2,485,2022,17.587939698492463
62489,Lapugnoy,2779,725,2054,27,8,2019,2022,26.088521050737672
62490,Lattre-Saint-Quentin,222,49,173,4,3,166,2022,22.07207207207207
62491,Laventie,4087,909,3178,54,13,3111,2022,22.24125275263029
62492,Lebiez,190,28,162,0,0,162,2022,14.736842105263156
62493,Lebucquière,203,50,153,3,0,150,2022,24.63054187192118
62494,Léchelle,41,11,30,0,30,0,2022,26.82926829268293
62495,Ledinghem,228,46,182,4,0,178,2022,20.175438596491226
62496,Lefaux,217,46,171,1,2,168,2022,21.19815668202765
62497,Leforest,5434,1572,3862,45,26,3791,2022,28.928965771071034
62498,Lens,22398,8356,14042,140,75,13827,2022,37.30690240200018
62499,Lépine,253,41,212,2,1,209,2022,16.205533596837945
62500,Lespesses,346,38,308,3,3,302,2022,10.982658959537572
62501,Lespinoy,181,13,168,1,0,167,2022,7.18232044198895
62502,Lestrem,3773,851,2922,47,15,2860,2022,22.55499602438378
62503,Leubringhen,263,36,227,7,1,219,2022,13.688212927756654
62504,Leulinghem,189,24,165,2,2,161,2022,12.698412698412698
62505,Leulinghen-Bernes,365,48,317,2,7,308,2022,13.150684931506849
62506,Licques,1281,291,990,7,14,969,2022,22.716627634660423
62507,Liencourt,218,31,187,2,4,181,2022,14.220183486238533
62508,Lières,284,56,228,7,0,221,2022,19.718309859154928
62509,Liettres,253,50,203,2,1,200,2022,19.76284584980237
62510,Liévin,21358,6681,14677,159,90,14428,2022,31.28101882198708
62511,Lignereuil,109,13,96,1,1,94,2022,11.926605504587156
62512,Ligny-Lès-Aire,507,113,394,4,2,388,2022,22.287968441814595
62513,Ligny-Sur-Canche,157,30,127,2,3,122,2022,19.10828025477707
62514,Ligny-Saint-Flochel,191,33,158,3,1,154,2022,17.277486910994764
62515,Ligny-Thilloy,466,105,361,11,4,346,2022,22.532188841201716
62516,Lillers,6417,1616,4801,56,33,4712,2022,25.18310737104566
62517,Linghem,188,42,146,1,0,145,2022,22.340425531914892
62518,Linzeux,125,19,106,1,1,104,2022,15.2
62519,Lisbourg,494,108,386,5,6,375,2022,21.86234817813765
62520,Locon,1991,391,1600,7,9,1584,2022,19.63837267704671
62521,La Loge,184,41,143,5,1,137,2022,22.282608695652172
62522,Loison-Sur-Créquoise,222,47,175,6,2,167,2022,21.17117117117117
62523,Loison-Sous-Lens,3824,977,2847,49,22,2776,2022,25.549163179916317
62524,Longfossé,1062,192,870,18,7,845,2022,18.07909604519774
62525,Longuenesse,6932,1765,5167,53,53,5061,2022,25.461627236006922
62526,Longueville,118,23,95,2,4,89,2022,19.491525423728813
62527,Longvilliers,188,24,164,0,2,162,2022,12.76595744680851
62528,Loos-En-Gohelle,5367,1464,3903,56,37,3810,2022,27.277808831749578
62529,Lorgies,1303,240,1063,8,22,1033,2022,18.41903300076746
62530,Lottinghen,391,62,329,6,3,320,2022,15.856777493606138
62531,Louches,748,160,588,8,4,576,2022,21.390374331550802
62532,Lozinghem,961,203,758,6,7,745,2022,21.12382934443288
62533,Lugy,117,29,88,5,0,83,2022,24.786324786324787
62534,Lumbres,2699,686,2013,37,13,1963,2022,25.416821044831416
62535,La Madelaine-Sous-Montreuil,136,16,120,0,0,120,2022,11.76470588235294
62536,Magnicourt-En-Comte,498,97,401,6,3,392,2022,19.477911646586346
62537,Magnicourt-Sur-Canche,89,13,76,1,2,73,2022,14.606741573033707
62538,Maintenay,341,71,270,3,5,262,2022,20.821114369501466
62539,Maisnil,212,32,180,0,0,180,2022,15.09433962264151
62540,Maisnil-Lès-Ruitz,1232,250,982,15,11,956,2022,20.29220779220779
62541,Maisoncelle,96,20,76,1,0,75,2022,20.833333333333336
62542,Maizières,154,20,134,3,0,131,2022,12.987012987012985
62543,Mametz,1568,331,1237,19,10,1208,2022,21.10969387755102
62544,Manin,139,21,118,2,1,115,2022,15.107913669064748
62545,Maninghem,111,17,94,0,4,90,2022,15.315315315315313
62546,Maninghen-Henne,271,22,249,2,2,245,2022,8.118081180811808
62547,Marant,60,8,52,0,0,52,2022,13.333333333333334
62548,Marck,8043,2064,5979,87,44,5848,2022,25.66206639313689
62549,Marconne,810,181,629,12,4,613,2022,22.34567901234568
62550,Marconnelle,918,251,667,20,8,639,2022,27.342047930283226
62551,Marenla,210,37,173,3,3,167,2022,17.61904761904762
62552,Maresquel-Ecquemicourt,848,221,627,14,8,605,2022,26.06132075471698
62553,Marest,248,40,208,2,2,204,2022,16.129032258064516
62554,Maresville,84,9,75,2,0,73,2022,10.714285714285714
62555,Marles-Les-Mines,3854,1109,2745,43,16,2686,2022,28.775298391281783
62556,Marles-Sur-Canche,237,41,196,4,0,192,2022,17.29957805907173
62557,Maroeuil,2207,486,1721,27,13,1681,2022,22.020842772995017
62558,Marquay,122,19,103,0,1,102,2022,15.573770491803279
62559,Marquion,810,190,620,15,1,604,2022,23.456790123456788
62560,Marquise,3791,1022,2769,37,16,2716,2022,26.958586125032973
62561,Martinpuich,148,21,127,3,1,123,2022,14.18918918918919
62562,Matringhem,152,29,123,3,2,118,2022,19.078947368421055
62563,Mazingarbe,5636,1586,4050,59,27,3964,2022,28.140525195173883
62564,Mazinghem,343,57,286,3,0,283,2022,16.61807580174927
62565,Mencas,62,10,52,2,0,50,2022,16.129032258064516
62566,Menneville,561,91,470,10,2,458,2022,16.22103386809269
62567,Mentque-Nortbécourt,468,112,356,4,5,347,2022,23.931623931623932
62568,Mercatel,511,112,399,2,3,394,2022,21.91780821917808
62569,Merck-Saint-Liévin,462,92,370,4,1,365,2022,19.913419913419915
62570,Méricourt,8672,2695,5977,72,40,5865,2022,31.077029520295202
62571,Merlimont,3122,722,2400,52,16,2332,2022,23.126201153106983
62572,Metz-En-Couture,499,134,365,9,3,353,2022,26.853707414829657
62573,Meurchin,2893,884,2009,17,11,1981,2022,30.55651572761839
62574,Mingoval,189,22,167,0,3,164,2022,11.64021164021164
62576,Moncheaux-Lès-Frévent,95,17,78,0,2,76,2022,17.894736842105264
62577,Monchel-Sur-Canche,66,11,55,0,0,55,2022,16.666666666666664
62578,Monchiet,96,17,79,2,1,76,2022,17.708333333333336
62579,Monchy-Au-Bois,393,78,315,1,2,312,2022,19.84732824427481
62580,Monchy-Breton,385,63,322,4,1,317,2022,16.363636363636363
62581,Monchy-Cayeux,241,52,189,0,3,186,2022,21.57676348547718
62582,Monchy-Le-Preux,587,131,456,9,3,444,2022,22.31686541737649
62583,Mondicourt,405,83,322,5,1,316,2022,20.493827160493826
62584,Mont-Bernanchon,1169,253,916,15,5,896,2022,21.642429426860566
62585,Montcavrel,328,70,258,5,3,250,2022,21.341463414634145
62586,Montenescourt,364,52,312,4,2,306,2022,14.285714285714285
62587,Montigny-En-Gohelle,6182,1759,4423,54,20,4349,2022,28.453574894856033
62588,Montreuil,1466,383,1083,20,10,1053,2022,26.125511596180083
62589,Mont-Saint-Eloi,851,136,715,10,7,698,2022,15.981198589894241
62590,Monts-En-Ternois,47,7,40,1,0,39,2022,14.893617021276595
62591,Morchies,161,32,129,2,1,126,2022,19.875776397515526
62592,Moringhem,440,84,356,7,2,347,2022,19.090909090909093
62593,Morval,80,19,61,0,1,60,2022,23.75
62594,Mory,255,51,204,1,1,202,2022,20.0
62595,Moulle,902,183,719,0,20,699,2022,20.288248337028826
62596,Mouriez,212,52,160,2,2,156,2022,24.528301886792452
62597,Moyenneville,207,41,166,1,2,163,2022,19.806763285024154
62598,Muncq-Nieurlet,507,104,403,4,3,396,2022,20.51282051282051
62599,Nabringhen,166,27,139,2,1,136,2022,16.265060240963855
62600,Nédon,132,15,117,3,0,114,2022,11.363636363636363
62601,Nédonchel,157,40,117,0,1,116,2022,25.477707006369428
62602,Nempont-Saint-Firmin,173,43,130,1,4,125,2022,24.85549132947977
62603,Nesles,784,188,596,5,6,585,2022,23.97959183673469
62604,Neufchâtel-Hardelot,3561,764,2797,26,17,2754,2022,21.45464757090705
62605,Neulette,30,5,25,2,0,23,2022,16.666666666666664
62606,Neuve-Chapelle,1203,211,992,12,11,969,2022,17.539484621778886
62607,Neuville-Au-Cornet,54,4,50,0,1,49,2022,7.4074074074074066
62608,Neuville-Bourjonval,139,32,107,0,2,105,2022,23.021582733812952
62609,Neuville-Saint-Vaast,1283,259,1024,15,18,991,2022,20.187061574434917
62610,Neuville-Sous-Montreuil,465,115,350,3,4,343,2022,24.731182795698924
62611,Neuville-Vitasse,421,86,335,9,1,325,2022,20.42755344418052
62612,Neuvireuil,460,78,382,10,2,370,2022,16.956521739130434
62613,Nielles-Lès-Bléquin,616,120,496,8,7,481,2022,19.480519480519483
62614,Nielles-Lès-Ardres,443,74,369,5,0,364,2022,16.70428893905192
62615,Nielles-Lès-Calais,222,36,186,4,3,179,2022,16.216216216216218
62616,Noeux-Lès-Auxi,171,36,135,3,0,132,2022,21.052631578947366
62617,Noeux-Les-Mines,8599,2557,6042,70,53,5919,2022,29.736015815792534
62618,Nordausques,832,144,688,15,5,668,2022,17.307692307692307
62619,Noreuil,123,22,101,1,1,99,2022,17.88617886178862
62620,Norrent-Fontes,1164,247,917,8,3,906,2022,21.219931271477662
62621,Nortkerque,1260,230,1030,22,6,1002,2022,18.253968253968253
62622,Nort-Leulinghem,165,47,118,0,0,118,2022,28.484848484848484
62623,Nouvelle-Eglise,486,110,376,8,3,365,2022,22.633744855967077
62624,Noyelles-Godault,3939,1109,2830,27,21,2782,2022,28.154353896928153
62625,Noyelles-Lès-Humières,50,13,37,0,0,37,2022,26.0
62626,Noyelles-Lès-Vermelles,1664,332,1332,25,7,1300,2022,19.951923076923077
62627,Noyelles-Sous-Bellonne,598,110,488,7,2,479,2022,18.394648829431436
62628,Noyelles-Sous-Lens,4605,1319,3286,37,18,3231,2022,28.64277958740499
62629,Noyellette,120,18,102,1,0,101,2022,15.0
62630,Noyelle-Vion,224,41,183,4,3,176,2022,18.303571428571427
62631,Nuncq-Hautecôte,339,60,279,4,1,274,2022,17.699115044247787
62632,Oblinghem,266,51,215,1,4,210,2022,19.172932330827066
62633,Oeuf-En-Ternois,185,35,150,1,0,149,2022,18.91891891891892
62634,Offekerque,943,218,725,10,4,711,2022,23.117709437963946
62635,Offin,186,31,155,2,1,152,2022,16.666666666666664
62636,Offrethun,221,43,178,3,0,175,2022,19.457013574660635
62637,Oignies,7091,2203,4888,54,32,4802,2022,31.067550416020307
62638,Oisy-Le-Verger,961,223,738,9,1,728,2022,23.204994797086368
62639,Oppy,350,66,284,8,1,275,2022,18.857142857142858
62640,Orville,281,50,231,1,1,229,2022,17.793594306049823
62641,Ostreville,190,24,166,0,1,165,2022,12.631578947368421
62642,Ourton,542,97,445,10,2,433,2022,17.89667896678967
62643,Outreau,10468,3278,7190,107,40,7043,2022,31.314482231562856
62644,Ouve-Wirquin,415,100,315,2,8,305,2022,24.096385542168676
62645,Oye-Plage,4325,1048,3277,39,24,3214,2022,24.23121387283237
62646,Palluel,489,116,373,4,2,367,2022,23.721881390593047
62647,Le Parcq,588,136,452,8,3,441,2022,23.12925170068027
62648,Parenty,380,81,299,4,1,294,2022,21.31578947368421
62649,Pas-En-Artois,554,125,429,9,5,415,2022,22.563176895306857
62650,Pelves,606,116,490,8,2,480,2022,19.141914191419144
62651,Penin,333,58,275,0,2,273,2022,17.417417417417415
62652,Pernes,1197,276,921,7,5,909,2022,23.05764411027569
62653,Pernes-Lès-Boulogne,351,43,308,1,0,307,2022,12.250712250712251
62654,Peuplingues,577,122,455,7,3,445,2022,21.143847487001732
62655,Pierremont,246,40,206,2,1,203,2022,16.260162601626014
62656,Pihem,785,166,619,11,6,602,2022,21.146496815286625
62657,Pihen-Lès-Guînes,386,52,334,6,5,323,2022,13.471502590673575
62658,Pittefaux,123,23,100,1,1,98,2022,18.69918699186992
62659,Planques,62,10,52,2,0,50,2022,16.129032258064516
62660,Plouvain,427,97,330,6,2,322,2022,22.716627634660423
62661,Bouin-Plumoison,385,91,294,2,3,289,2022,23.636363636363637
62662,Polincove,676,105,571,5,10,556,2022,15.532544378698224
62663,Pommera,226,49,177,3,1,173,2022,21.68141592920354
62664,Pommier,196,23,173,4,1,168,2022,11.73469387755102
62665,Le Ponchel,192,43,149,5,0,144,2022,22.395833333333336
62666,Pont-À-Vendin,2114,544,1570,15,9,1546,2022,25.733207190160833
62667,Le Portel,7372,2422,4950,50,31,4869,2022,32.8540423223006
62668,Prédefin,131,18,113,2,0,111,2022,13.740458015267176
62669,Pressy,245,49,196,3,2,191,2022,20.0
62670,Preures,457,94,363,5,2,356,2022,20.568927789934357
62671,Pronville,230,36,194,3,0,191,2022,15.65217391304348
62672,Puisieux,485,99,386,7,4,375,2022,20.412371134020617
62673,Quéant,520,124,396,6,2,388,2022,23.846153846153847
62674,Quelmes,452,80,372,2,8,362,2022,17.699115044247787
62675,Quercamps,208,45,163,2,1,160,2022,21.634615384615387
62676,Quernes,353,62,291,8,3,280,2022,17.56373937677054
62677,Le Quesnoy-En-Artois,277,78,199,0,3,196,2022,28.158844765342963
62678,Quesques,572,94,478,9,4,465,2022,16.433566433566433
62679,Questrecques,261,35,226,4,3,219,2022,13.409961685823754
62680,Quiéry-La-Motte,550,92,458,5,4,449,2022,16.727272727272727
62681,Quiestède,545,91,454,19,7,428,2022,16.69724770642202
62682,Quilen,42,5,37,2,1,34,2022,11.904761904761903
62683,Quoeux-Haut-Maînil,168,19,149,0,2,147,2022,11.30952380952381
62684,Racquinghem,1858,416,1442,23,12,1407,2022,22.38966630785791
62685,Radinghem,186,26,160,3,1,156,2022,13.978494623655912
62686,Ramecourt,265,55,210,2,1,207,2022,20.754716981132077
62688,Rang-Du-Fliers,3512,847,2665,46,22,2597,2022,24.117312072892936
62689,Ransart,315,51,264,0,1,263,2022,16.19047619047619
62690,Raye-Sur-Authie,185,36,149,0,3,146,2022,19.45945945945946
62691,Saint-Augustin,642,128,514,9,4,501,2022,19.937694704049843
62692,Rebergues,245,52,193,5,0,188,2022,21.224489795918366
62693,Rebreuve-Ranchicourt,931,199,732,23,5,704,2022,21.374865735767994
62694,Rebreuve-Sur-Canche,160,45,115,3,1,111,2022,28.125
62695,Rebreuviette,225,47,178,0,0,178,2022,20.88888888888889
62696,Reclinghem,163,43,120,1,2,117,2022,26.380368098159508
62697,Récourt,214,30,184,3,0,181,2022,14.018691588785046
62698,Recques-Sur-Course,243,42,201,1,2,198,2022,17.28395061728395
62699,Recques-Sur-Hem,516,83,433,1,1,431,2022,16.08527131782946
62700,Regnauville,169,26,143,4,1,138,2022,15.384615384615385
62701,Rely,348,74,274,4,1,269,2022,21.26436781609195
62702,Remilly-Wirquin,284,52,232,6,3,223,2022,18.30985915492958
62703,Rémy,278,49,229,2,5,222,2022,17.62589928057554
62704,Renty,512,122,390,2,3,385,2022,23.828125
62705,Rety,1500,357,1143,25,5,1113,2022,23.799999999999997
62706,Richebourg,2176,427,1749,24,14,1711,2022,19.62316176470588
62708,Riencourt-Lès-Bapaume,25,9,16,0,0,16,2022,36.0
62709,Riencourt-Lès-Cagnicourt,209,42,167,1,1,165,2022,20.095693779904305
62710,Rimboval,151,6,145,1,1,143,2022,3.9735099337748347
62711,Rinxent,2300,623,1677,26,18,1633,2022,27.08695652173913
62712,Rivière,925,173,752,8,5,739,2022,18.7027027027027
62713,Robecq,1063,229,834,12,7,815,2022,21.54280338664158
62714,Roclincourt,648,85,563,5,9,549,2022,13.117283950617283
62715,Rocquigny,240,63,177,1,1,175,2022,26.25
62716,Rodelinghem,410,61,349,7,3,339,2022,14.878048780487804
62717,Roëllecourt,423,78,345,2,1,342,2022,18.439716312056735
62718,Roeux,1091,230,861,12,6,843,2022,21.081576535288725
62719,Rollancourt,214,36,178,6,0,172,2022,16.822429906542055
62720,Rombly,41,7,34,0,0,34,2022,17.073170731707318
62721,Roquetoire,1623,279,1344,29,13,1302,2022,17.190388170055453
62722,Rougefay,79,17,62,2,0,60,2022,21.518987341772153
62723,Roussent,163,27,136,5,1,130,2022,16.56441717791411
62724,Rouvroy,6531,1787,4744,42,29,4673,2022,27.361812892359517
62725,Royon,108,17,91,0,4,87,2022,15.74074074074074
62726,Ruisseauville,158,25,133,1,1,131,2022,15.822784810126583
62727,Ruitz,1299,276,1023,12,8,1003,2022,21.247113163972287
62728,Rumaucourt,560,140,420,9,1,410,2022,25.0
62729,Rumilly,184,46,138,2,0,136,2022,25.0
