"code_commune","commune","annee","inscrits","abstentions","votants","blancs","nuls","exprimes","taux_abstention","population","part_jeunes","part_seniors","indice_jeunesse","emploi_total","emploi_moins_25","emploi_25_49","emploi_50_plus","creations_total","creations_industrie","creations_construction","creations_commerce_transport","creations_info_com","creations_finance","creations_immo","creations_services_admin","creations_adm_sante_social","creations_autres_services","nombre_infractions_total","taux_infractions_moyen"
"62476","Izel-Lès-Equerchin",2017,808,116,692,4,15,673,"14.356435643564355",1011,"33.26904532304718","24.78302796528445","1.342412451361866","50","5","30","15","8","0","0","1","1","0","0","5","0","1","21","1.4594156200000001"
"62477","Izel-Lès-Hameau",2017,575,84,491,6,5,480,"14.608695652173914",727,"33.90770383864888","20.777380205458478","1.6319528017175573","30","5","20","5","10","1","0","2","0","0","1","4","1","1","13","1.1983617666666668"
"62478","Journy",2017,206,26,180,5,0,175,"12.62135922330097",287,"34.62897526501765","22.968197879858643","1.5076923076923079","25","10","10","5","1","0","1","0","0","0","0","0","0","0","3","0.61199758"
"62479","Labeuvrière",2017,1247,194,1053,18,8,1027,"15.557337610264636",1645,"33.86018237082067","23.465045592705167","1.4430051813471503","130","25","80","25","10","1","4","3","0","0","0","1","1","0","44","1.7677165866666664"
"62480","Labourse",2017,2056,387,1669,38,15,1616,"18.82295719844358",2847,"40.53389532841587","17.105725324903407","2.3696098562628336","240","40","155","45","24","0","6","4","0","1","1","5","2","5","77","2.21728962"
"62481","Labroye",2017,127,12,115,5,0,110,"9.448818897637794",165,"29.220779220779146","29.870129870129862","0.9782608695652153","10","5","5","5","1","0","0","1","0","0","0","0","0","0","1","0.9761012200000001"
"62483","Lacres",2017,179,30,149,3,2,144,"16.75977653631285",247,"39.67611336032389","19.02834008097166","2.0851063829787235","20","5","10","5","2","0","0","1","0","0","0","1","0","0","3","0.6817815466666666"
"62484","Lagnicourt-Marcel",2017,258,37,221,7,0,214,"14.34108527131783",331,"36.70745586142051","24.871584735817255","1.4758792514157157","25","0","15","5","1","1","0","0","0","0","0","0","0","0","7","1.2804088333333334"
"62485","Laires",2017,241,36,205,5,3,197,"14.937759336099585",364,"43.078051711432515","18.628746068492745","2.3124504222155604","35","10","20","5","1","0","0","0","0","0","0","1","0","0","6","1.0535685266666668"
"62486","Lambres",2017,777,125,652,12,7,633,"16.08751608751609",1061,"36.56927426955702","27.04995287464656","1.3519163763066202","70","15","45","15","8","0","3","3","0","0","0","1","0","1","24","1.4838959533333334"
"62487","Landrethun-Le-Nord",2017,874,119,755,18,2,735,"13.615560640732266",1299,"42.625152776427875","17.991203436240124","2.3692218770961686","85","15","50","20","8","0","1","2","0","1","1","2","0","1","27","1.3967166400000002"
"62488","Landrethun-Lès-Ardres",2017,560,65,495,5,2,488,"11.607142857142858",753,"38.421052631579016","19.078947368421016","2.013793103448284","40","5","20","15","4","1","0","1","0","2","0","0","0","0","10","0.9249365066666667"
"62489","Lapugnoy",2017,2805,613,2192,35,17,2140,"21.853832442067738",3459,"35.59273146812807","25.901355638880908","1.3741648106904218","285","65","170","50","15","2","2","8","0","0","0","1","1","1","81","1.8037585466666668"
"62490","Lattre-Saint-Quentin",2017,200,29,171,2,1,168,"14.499999999999998",267,"36.9402985074627","17.164179104477608","2.1521739130434794","10","0","5","5","3","0","0","2","0","0","0","1","0","0","4","1.1739034"
"62491","Laventie",2017,3948,669,3279,59,25,3195,"16.945288753799392",4994,"35.448539753212735","24.87840400611021","1.4248719389116145","285","50","155","80","37","1","2","10","1","0","1","11","7","4","118","1.7804054666666667"
"62492","Lebiez",2017,179,38,141,1,0,140,"21.22905027932961",250,"36.84210526315786","27.125506072874465","1.3582089552238807","15","5","5","5","1","0","0","0","0","0","1","0","0","0","4","1.24928052"
"62493","Lebucquière",2017,193,40,153,1,2,150,"20.72538860103627",234,"34.02489626556017","21.991701244813303","1.5471698113207533","20","0","10","10","6","4","0","1","0","0","0","0","0","1","3","1.0337982266666665"
"62494","Léchelle",2017,48,7,41,1,1,39,"14.583333333333334",49,"38","16","2.375","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.40584709333333335"
"62495","Ledinghem",2017,237,45,192,5,0,187,"18.9873417721519",338,"45.48192771084339","15.963855421686745","2.849056603773586","25","5","20","0","2","1","1","0","0","0","0","0","0","0","4","0.5745720266666666"
"62496","Lefaux",2017,215,32,183,1,0,182,"14.883720930232558",238,"32.47863247863243","26.495726495726483","1.2258064516129017","20","5","10","5","0","0","0","0","0","0","0","0","0","0","2","0.5931498000000001"
"62497","Leforest",2017,5267,1186,4081,76,39,3966,"22.517562179608884",7167,"39.277242918934","21.989674898841916","1.7861675126903553","665","125","385","155","47","2","4","13","2","1","0","7","12","6","233","2.4881265733333335"
"62498","Lens",2017,23278,7503,15775,294,167,15314,"32.232150528395906",31415,"39.267465816914246","24.815786888284048","1.5823582783688828","4230","780","2600","850","247","5","24","115","10","8","6","36","21","22","2422","5.392311239999999"
"62499","Lépine",2017,243,33,210,3,1,206,"13.580246913580247",273,"31.01045296167249","31.70731707317073","0.9780219780219784","20","0","10","5","3","0","0","2","0","0","0","1","0","0","4","1.2177098533333335"
"62500","Lespesses",2017,333,41,292,7,6,279,"12.312312312312311",405,"29.38271604938272","30.617283950617285","0.9596774193548387","30","0","20","10","0","0","0","0","0","0","0","0","0","0","4","0.7461790733333333"
"62501","Lespinoy",2017,174,17,157,3,0,154,"9.770114942528735",222,"30.180180180180184","31.53153153153153","0.9571428571428572","15","0","5","5","1","0","0","1","0","0","0","0","0","0","3","1.1748068133333334"
"62502","Lestrem",2017,3482,574,2908,57,13,2838,"16.484778862722575",4532,"36.80494263018535","21.932921447484553","1.6780684104627765","265","50","160","55","28","2","2","13","0","1","0","5","4","1","123","1.7978093599999998"
"62503","Leubringhen",2017,244,24,220,4,0,216,"9.836065573770492",295,"35.59322033898305","15.254237288135593","2.3333333333333335","15","5","5","5","1","0","1","0","0","0","0","0","0","0","4","1.1511838666666667"
"62504","Leulinghem",2017,168,12,156,3,1,152,"7.142857142857142",252,"37.09677419354836","16.53225806451611","2.243902439024391","20","0","15","5","5","1","0","2","0","0","0","1","0","1","2","0.6587723733333334"
"62505","Leulinghen-Bernes",2017,333,34,299,7,3,289,"10.21021021021021",470,"35.355855596410215","19.60424940115018","1.8034791780569719","30","5","20","5","4","0","0","1","0","0","0","1","0","2","7","1.1050228466666667"
"62506","Licques",2017,1243,211,1032,26,5,1001,"16.975060337892195",1631,"36.72593500919682","23.237277743715513","1.5804749340369393","135","35","80","20","13","0","1","6","1","0","0","1","1","3","39","1.58884964"
"62507","Liencourt",2017,231,41,190,5,0,185,"17.74891774891775",291,"36.78571428571429","18.571428571428555","1.9807692307692326","15","0","10","5","6","0","0","4","0","0","0","1","0","1","3","0.7464837933333333"
"62508","Lières",2017,284,39,245,7,2,236,"13.732394366197184",380,"36.18832867804008","21.68343841864526","1.6689386608962482","25","5","15","5","0","0","0","0","0","0","0","0","0","0","9","1.3655849333333334"
"62509","Liettres",2017,220,18,202,4,1,197,"8.181818181818182",327,"44.272445820433475","14.551083591331263","3.042553191489366","25","5","15","5","2","0","1","0","0","0","0","0","1","0","4","0.9989880000000002"
"62510","Liévin",2017,21278,5714,15564,287,100,15177,"26.85402763417614",30785,"39.088771721520644","23.52424699760499","1.6616375319261139","3560","690","2180","695","135","7","17","58","7","1","2","16","13","14","1684","3.9856763266666664"
"62511","Lignereuil",2017,100,21,79,5,0,74,"21",137,"30.4964539007092","30.49645390070924","0.9999999999999984","5","0","5","0","0","0","0","0","0","0","0","0","0","0","2","0.8323155133333333"
"62512","Ligny-Lès-Aire",2017,484,92,392,7,2,383,"19.00826446280992",598,"32.98969072164954","23.367697594501738","1.4117647058823541","30","5","20","5","6","2","0","1","0","0","0","2","1","0","12","1.2177407133333333"
"62513","Ligny-Sur-Canche",2017,165,31,134,0,0,134,"18.787878787878785",194,"23.711340206185564","41.75257731958763","0.5679012345679012","10","0","5","5","0","0","0","0","0","0","0","0","0","0","2","1.2147251466666666"
"62514","Ligny-Saint-Flochel",2017,192,25,167,8,2,157,"13.020833333333334",258,"34.27419354838705","24.193548387096754","1.4166666666666663","20","5","10","5","3","0","1","2","0","0","0","0","0","0","4","1.14000548"
"62515","Ligny-Thilloy",2017,465,69,396,8,7,381,"14.838709677419354",532,"30.592734225621417","27.533460803059285","1.1111111111111107","20","5","10","5","1","0","0","0","0","0","0","1","0","0","12","1.55367992"
"62516","Lillers",2017,6490,1241,5249,69,74,5106,"19.12172573189522",9931,"39.03615163825194","23.794014087803692","1.640587060854984","1065","180","670","220","62","0","9","32","2","1","2","7","6","3","355","2.52235378"
"62517","Linghem",2017,206,33,173,3,0,170,"16.019417475728158",205,"29.000000000000004","26.5","1.0943396226415094","10","0","5","5","1","0","0","0","0","0","0","0","0","1","1","0.8157259733333333"
"62518","Linzeux",2017,122,11,111,0,0,111,"9.01639344262295",153,"34.810126582278436","22.151898734177188","1.571428571428571","15","5","10","0","2","0","1","0","0","0","0","1","0","0","2","1.1865904333333332"
"62519","Lisbourg",2017,484,76,408,4,5,399,"15.702479338842975",591,"36.71742808798646","28.76480541455161","1.276470588235294","40","15","25","5","2","0","0","1","0","0","0","1","0","0","11","1.2056891666666667"
"62520","Locon",2017,1987,305,1682,20,11,1651,"15.349773527931553",2465,"31.659399834786566","26.280437421062757","1.204675528323314","135","20","70","45","10","2","1","3","1","0","1","1","1","0","52","1.40577614"
"62521","La Loge",2017,169,27,142,5,1,136,"15.976331360946746",201,"28.855721393034827","34.32835820895522","0.8405797101449275","25","10","10","5","1","0","0","1","0","0","0","0","0","0","2","1.1939178333333333"
"62522","Loison-Sur-Créquoise",2017,220,31,189,2,3,184,"14.09090909090909",266,"31.203007518796994","34.58646616541353","0.9021739130434783","20","5","10","5","1","0","1","0","0","0","0","0","0","0","3","0.9269885"
"62523","Loison-Sous-Lens",2017,3782,764,3018,62,34,2922,"20.200951877313592",5410,"38.45684120056137","22.74425486027875","1.690837595551374","605","125","355","125","35","0","5","15","0","1","1","10","2","1","286","4.0552525"
"62524","Longfossé",2017,1097,177,920,22,2,896,"16.134913400182317",1452,"35.272869030601726","26.247026958036873","1.343880550242706","120","20","75","25","10","2","1","2","0","0","0","0","3","2","37","1.62407034"
"62525","Longuenesse",2017,7065,1421,5644,69,70,5505,"20.113234253361643",11023,"36.903916750293384","25.374813384427668","1.4543522425643154","1050","180","645","225","54","0","7","23","0","2","2","7","9","4","464","2.9458971266666665"
"62526","Longueville",2017,105,10,95,0,5,90,"9.523809523809524",138,"30.555555555555507","26.38888888888889","1.1578947368421035","15","0","10","5","0","0","0","0","0","0","0","0","0","0","1","0.6166396466666666"
"62527","Longvilliers",2017,180,26,154,3,0,151,"14.444444444444443",247,"33.561230085442105","23.693668413132997","1.4164640738721441","15","0","15","0","0","0","0","0","0","0","0","0","0","0","4","1.13683058"
"62528","Loos-En-Gohelle",2017,5397,1179,4218,97,42,4079,"21.845469705391885",6751,"37.41757357147504","23.90353505320977","1.565357320086035","605","135","340","130","49","2","9","11","1","2","0","14","7","3","270","3.1219050066666667"
"62529","Lorgies",2017,1276,216,1060,14,8,1038,"16.927899686520377",1586,"35.687263556116015","19.419924337957127","1.8376623376623376","80","15","45","20","12","0","1","1","2","2","0","3","1","2","36","1.55367992"
"62530","Lottinghen",2017,388,32,356,3,4,349,"8.24742268041237",545,"37.06422018348624","23.119266055045873","1.6031746031746033","35","5","20","10","2","0","0","2","0","0","0","0","0","0","11","1.28394892"
"62531","Louches",2017,694,117,577,6,3,568,"16.85878962536023",960,"37.76059370654397","18.161029383679693","2.079209989081198","85","15","50","20","4","0","0","3","0","0","0","0","1","0","19","1.4403046000000002"
"62532","Lozinghem",2017,915,147,768,9,8,751,"16.065573770491802",1262,"40.01584786053883","19.334389857369256","2.069672131147541","125","30","75","20","3","0","0","1","0","0","0","1","0","1","36","1.9031996599999998"
"62533","Lugy",2017,122,20,102,6,0,96,"16.39344262295082",147,"39.72602739726013","20.547945205479415","1.93333333333333","15","5","10","0","0","0","0","0","0","0","0","0","0","0","2","1.0148499333333334"
"62534","Lumbres",2017,2683,475,2208,44,23,2141,"17.704062616474094",3626,"36.514065085493655","26.53061224489796","1.3762993762993763","350","85","195","70","13","0","2","5","0","0","1","2","1","2","124","2.2897695333333337"
"62535","La Madelaine-Sous-Montreuil",2017,146,27,119,1,1,117,"18.493150684931507",161,"31.51515151515155","26.06060606060605","1.2093023255813973","10","5","5","5","7","0","0","0","0","2","0","4","1","0","2","1.0455818466666666"
"62536","Magnicourt-En-Comte",2017,504,106,398,9,2,387,"21.03174603174603",649,"34.257019342792866","25.336449784419006","1.352084433070796","40","5","25","15","3","0","0","1","0","0","0","1","0","1","13","1.2840296333333332"
"62537","Magnicourt-Sur-Canche",2017,100,18,82,1,1,80,"18",117,"31.932773109243673","28.571428571428637","1.117647058823526","10","5","5","0","0","0","0","0","0","0","0","0","0","0","1","0.43356344"
"62538","Maintenay",2017,315,46,269,3,1,265,"14.603174603174605",426,"34.037558685446015","26.995305164319248","1.2608695652173914","35","5","20","10","2","0","0","0","0","0","0","1","1","0","7","1.1361545533333335"
"62539","Maisnil",2017,195,26,169,1,1,167,"13.333333333333334",242,"31.40495867768595","26.859504132231404","1.1692307692307693","10","0","5","5","2","0","1","1","0","0","0","0","0","0","2","0.68648872"
"62540","Maisnil-Lès-Ruitz",2017,1176,184,992,15,9,968,"15.646258503401361",1680,"38.392857142857146","20.714285714285715","1.853448275862069","130","25","80","25","16","0","2","4","0","0","1","5","2","2","53","2.0440795933333336"
"62541","Maisoncelle",2017,101,11,90,0,2,88,"10.891089108910892",125,"30.57851239669416","28.09917355371896","1.088235294117647","5","5","0","0","2","1","0","1","0","0","0","0","0","0","2","0.8014331600000001"
"62542","Maizières",2017,157,26,131,1,0,130,"16.560509554140125",193,"35.751295336787564","18.65284974093264","1.9166666666666667","15","0","5","5","0","0","0","0","0","0","0","0","0","0","2","0.9174107333333335"
"62543","Mametz",2017,1512,201,1311,21,7,1283,"13.293650793650794",1997,"33.56643356643355","25.374625374625392","1.32283464566929","170","25","110","35","7","1","2","0","0","0","0","3","0","1","43","1.4501428933333333"
"62544","Manin",2017,134,12,122,6,2,114,"8.955223880597014",185,"32.972972972972975","27.56756756756757","1.196078431372549","10","0","5","5","0","0","0","0","0","0","0","0","0","0","2","0.8903281466666667"
"62545","Maninghem",2017,106,7,99,2,2,95,"6.60377358490566",151,"36.423841059602644","24.503311258278146","1.4864864864864864","5","0","5","0","1","0","0","1","0","0","0","0","0","0","1","0.4455841266666667"
"62546","Maninghen-Henne",2017,275,32,243,1,2,240,"11.636363636363637",314,"26.48557486272729","25.964944768549493","1.0200512690790864","20","5","5","5","2","0","0","2","0","0","0","0","0","0","4","1.0687622866666666"
"62547","Marant",2017,65,10,55,0,1,54,"15.384615384615385",66,"22.727272727272727","36.36363636363637","0.625","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6138210466666667"
"62548","Marck",2017,7918,1577,6341,133,72,6136,"19.916645617580198",10676,"38.72010074214453","20.04538045811037","1.931622142221719","920","175","540","205","57","2","5","20","0","2","2","13","5","8","274","1.865336213333333"
"62549","Marconne",2017,853,167,686,13,3,670,"19.577960140679952",1093,"27.33752454285105","38.27260157666624","0.7142844598136228",NULL,NULL,NULL,NULL,"14","0","0","8","0","1","0","0","5","0",NULL,NULL
"62550","Marconnelle",2017,936,218,718,28,8,682,"23.29059829059829",1134,"29.57284924256764","35.03296774115587","0.8441434211645786","100","20","60","25","9","2","0","6","0","0","0","1","0","0","27","1.6052030266666668"
"62551","Marenla",2017,192,19,173,3,2,168,"9.895833333333332",243,"31.512605042016794","28.57142857142855","1.1029411764705885","15","0","10","0","1","0","1","0","0","0","0","0","0","0","2","0.81189362"
"62552","Maresquel-Ecquemicourt",2017,784,168,616,13,2,601,"21.428571428571427",986,"32.03883495145629","33.883495145631","0.9455587392550155","100","20","60","20","6","3","1","0","0","0","0","1","0","1","27","1.9417013866666666"
