"code_commune","commune","annee","inscrits","abstentions","votants","blancs","nuls","exprimes","taux_abstention","population","part_jeunes","part_seniors","indice_jeunesse","emploi_total","emploi_moins_25","emploi_25_49","emploi_50_plus","creations_total","creations_industrie","creations_construction","creations_commerce_transport","creations_info_com","creations_finance","creations_immo","creations_services_admin","creations_adm_sante_social","creations_autres_services","nombre_infractions_total","taux_infractions_moyen"
"62024","Alquines",2022,664,163,501,13,0,488,"24.548192771084338",985,"41.915258652303855","20.909313885368135","2.0046214276612493","60","15","35","10","4","0","0","2","0","0","0","2","0","0","18","1.3899071466666666"
"62025","Ambleteuse",2022,1790,446,1344,15,15,1314,"24.916201117318433",2010,"31.615019982683336","31.897605030942728","0.9911408694168333","140","25","80","35","13","0","0","3","2","0","1","1","1","5","59","1.9096378533333331"
"62026","Ambricourt",2022,103,13,90,1,3,86,"12.62135922330097",119,"32.49999999999999","22.499999999999975","1.444444444444446","5","0","5","5","0","0","0","0","0","0","0","0","0","0","1","0.88423118"
"62027","Ambrines",2022,163,26,137,4,2,131,"15.950920245398773",212,"36.96682464454972","22.274881516587637","1.6595744680851074","10","0","10","0","0","0","0","0","0","0","0","0","0","0","4","1.4380726666666666"
"62028","Ames",2022,484,99,385,3,3,379,"20.454545454545457",660,"36.253880917260304","24.849263317165278","1.458951939722776","45","10","25","10","8","2","0","2","1","0","0","1","1","1","13","1.2614990533333332"
"62029","Amettes",2022,335,45,290,6,2,282,"13.432835820895523",466,"30.346487572185044","33.23363952689657","0.9131256162186239","25","5","15","5","4","1","1","1","0","0","0","0","0","1","9","1.1299122733333333"
"62030","Amplier",2022,231,48,183,4,1,178,"20.77922077922078",303,"30.8483169219798","27.908844398917854","1.1053240500053068","20","5","10","5","2","0","1","0","0","0","0","1","0","0","5","1.3360511933333332"
"62031","Andres",2022,1182,270,912,15,2,895,"22.84263959390863",1534,"35.23379388630495","24.626689471027344","1.4307158064325534","100","15","55","30","18","2","0","3","2","3","1","5","2","0","38","1.6832881533333333"
"62032","Angres",2022,3274,637,2637,38,18,2581,"19.456322541233963",4719,"35.34274739291025","25.482819879863218","1.386924506766947","345","55","205","85","50","4","6","13","0","1","4","7","6","9","132","2.1606467"
"62033","Annay",2022,3266,730,2536,34,18,2484,"22.351500306184935",4544,"35.04974152130621","26.418709004399627","1.3267015248727414","345","60","205","80","43","2","6","17","0","0","2","8","3","5","131","2.1843623466666666"
"62034","Annequin",2022,1727,358,1369,15,12,1342,"20.729588882455126",2147,"36.23660922217047","22.915696320447136","1.58130081300813","180","30","120","30","19","2","3","5","1","0","1","4","2","1","71","2.4310066066666667"
"62035","Annezin",2022,4448,1153,3295,42,25,3228,"25.92176258992806",5819,"34.671689193058","26.225132161042904","1.3220787212871457","400","75","230","95","56","7","6","10","3","6","2","7","6","9","187","2.2100007266666664"
"62036","Anvin",2022,567,156,411,9,2,400,"27.513227513227513",709,"32.2732088232488","31.218936859668123","1.0337702711761043","65","15","35","15","6","1","0","1","1","1","0","1","0","1","15","1.43642938"
"62037","Anzin-Saint-Aubin",2022,2390,411,1979,23,11,1945,"17.196652719665273",2833,"28.203318037416164","33.00388280974232","0.8545454545454545","125","15","70","45","34","2","2","7","2","1","1","11","3","5","76","1.9856585266666669"
"62038","Ardres",2022,3453,845,2608,37,18,2553,"24.471474080509704",4393,"32.752778470004074","28.727108205118906","1.1401348940568905","335","60","180","100","40","5","2","5","1","5","1","9","6","6","143","2.178259686666667"
"62039","Arleux-En-Gohelle",2022,763,127,636,10,3,623,"16.644823066841415",933,"31.832797427652732","23.47266881028939","1.356164383561644","50","5","30","10","11","0","1","3","0","1","0","0","5","1","21","1.5747267866666665"
"62040","Arques",2022,7097,1917,5180,63,50,5067,"27.011413273214036",9526,"34.45678250367552","27.487264435421398","1.2535544446275588","875","160","495","215","83","8","5","26","4","1","3","18","5","13","436","3.1047334933333333"
"62041","Arras",2022,26719,7924,18795,217,159,18419,"29.656798532879225",42621,"41.63475530714228","22.364751444685265","1.8616238776503964","4085","640","2545","900","752","26","44","283","35","39","34","134","77","80","2977","4.776549106666666"
"62042","Athies",2022,852,179,673,17,3,653,"21.009389671361504",1049,"32.07395002467893","25.901574583986154","1.2383011666213102","70","15","40","15","13","0","2","6","0","1","0","1","0","3","28","1.7579434333333332"
"62043","Les Attaques",2022,1567,366,1201,20,15,1166,"23.35673261008296",2065,"32.68765133171913","24.455205811138015","1.3366336633663367","140","25","75","40","19","2","1","5","2","1","1","5","1","1","49","1.5735459133333332"
"62044","Attin",2022,652,148,504,16,3,485,"22.699386503067483",864,"37.285925503928866","24.517745950093754","1.5207729772477834","55","5","35","15","8","0","0","1","0","0","0","2","1","4","24","1.9585517399999999"
"62045","Aubigny-En-Artois",2022,1038,240,798,21,18,759,"23.121387283236995",1484,"32.03811171867635","30.919211769456496","1.0361878549027295","95","20","50","25","9","0","0","3","0","0","0","2","2","2","44","2.0435279399999997"
"62046","Aubin-Saint-Vaast",2022,560,143,417,12,7,398,"25.535714285714285",735,"31.893415915966123","31.485976150916677","1.0129403567828588","65","10","35","15","8","0","2","1","0","0","3","2","0","0","17","1.5549874066666665"
"62047","Aubrometz",2022,129,31,98,1,0,97,"24.031007751937985",142,"37.086092715231835","27.81456953642386","1.3333333333333341","10","5","5","5","1","1","0","0","0","0","0","0","0","0","1","0.47985101333333335"
"62048","Auchel",2022,7450,2741,4709,29,43,4637,"36.79194630872483",10124,"39.05895244472708","26.125580771077406","1.495046283831045","1040","210","615","210","81","9","9","37","0","3","1","7","3","12","509","3.4258936800000006"
"62049","Auchy-Au-Bois",2022,396,83,313,4,4,305,"20.95959595959596",549,"39.11597778980636","23.308532209452927","1.6781827975398047","25","5","15","5","3","0","0","2","0","0","0","1","0","0","10","1.2959481"
"62050","Auchy-Lès-Hesdin",2022,1161,265,896,15,5,876,"22.82515073212748",1517,"31.245880026367836","36.65128543177323","0.8525179856115108","125","25","65","40","8","2","0","3","0","1","0","1","1","0","46","2.065309593333333"
"62051","Auchy-Les-Mines",2022,3856,1092,2764,32,24,2708,"28.319502074688796",4642,"36.53666252867362","22.81180209276374","1.6016561243209984","375","55","220","105","63","8","5","19","0","3","3","8","6","11","176","2.657737413333334"
"62052","Audembert",2022,360,59,301,8,3,290,"16.38888888888889",435,"32.65651082114184","23.25039468644139","1.4045572671583804","20","0","10","5","5","0","0","0","0","1","1","2","1","0","8","1.13718382"
"62053","Audincthun",2022,523,111,412,5,6,401,"21.223709369024856",680,"33.76257113551138","24.580343777919587","1.3735597614318211","60","10","30","20","7","1","2","0","0","0","1","1","0","2","15","1.4068428133333333"
"62054","Audinghen",2022,480,70,410,3,4,403,"14.583333333333334",623,"32.68459450634125","26.164935291985124","1.2491754381044937","45","5","30","15","8","0","1","2","0","1","0","1","3","0","12","1.38826386"
"62055","Audrehem",2022,430,99,331,3,8,320,"23.02325581395349",522,"35.68528358761807","22.22828533039256","1.6053997443890045","25","0","15","5","4","1","0","0","0","0","0","1","0","2","13","1.51502444"
"62056","Audresselles",2022,652,193,459,2,4,453,"29.601226993865033",616,"25.775037828423425","40.32071693435666","0.6392504843201564","45","5","25","10","3","0","0","1","0","0","0","0","0","2","13","1.4550392533333332"
"62057","Audruicq",2022,3984,935,3049,45,20,2984,"23.468875502008032",5349,"35.743269322602096","27.775294583020266","1.2868727356163796","380","70","215","95","44","6","3","14","0","0","2","6","5","8","199","2.4917521666666667"
"62058","Aumerval",2022,163,31,132,1,0,131,"19.018404907975462",194,"30.60109289617484","30.601092896174787","1.0000000000000018","10","0","5","5","1","0","0","0","0","0","0","1","0","0","4","1.3026224466666667"
"62059","Autingues",2022,256,60,196,6,3,187,"23.4375",291,"31.72605339111176","32.89441873924437","0.9644813499398088","10","0","5","0","2","0","0","0","0","1","0","1","0","0","3","1.0261142533333334"
"62060","Auxi-Le-Château",2022,2038,607,1431,9,6,1416,"29.784102060843963",2549,"31.22707521294664","35.622639854482635","0.8766075546480627","215","30","125","60","26","7","2","9","0","0","1","4","1","2","141","3.6615909333333336"
"62061","Averdoingt",2022,206,22,184,10,4,170,"10.679611650485436",293,"38.50815886414205","19.272448595911882","1.9980937384526472","15","5","5","0","4","1","0","1","0","0","1","0","0","1","4","1.2562107399999998"
"62062","Avesnes",2022,32,5,27,1,0,26,"15.625",49,"26.08695652173913","32.608695652173914","0.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6688071466666667"
"62063","Avesnes-Le-Comte",2022,1499,422,1077,13,6,1058,"28.152101400933955",1817,"35.861207902787775","27.729398262321947","1.293255899877032","100","20","60","25","18","3","0","4","1","0","1","6","2","1","61","2.172458386666667"
"62064","Avesnes-Lès-Bapaume",2022,142,39,103,2,0,101,"27.464788732394368",170,"34.636871508379826","34.63687150837988","0.9999999999999983","10","0","5","5","2","0","0","1","1","0","0","0","0","0","4","1.2959481"
"62065","Avion",2022,12296,3609,8687,91,67,8529,"29.351008458035132",17571,"39.915507532625014","22.205127927061614","1.7975806157810772","1740","325","995","420","152","13","14","57","7","4","4","22","12","19","727","2.9531028066666667"
"62066","Avondance",2022,35,10,25,0,1,24,"28.57142857142857",33,"31.428571428571423","22.857142857142847","1.3750000000000004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.36680690666666665"
"62067","Avroult",2022,447,88,359,8,7,344,"19.686800894854585",541,"34.011090573012936","27.35674676524954","1.2432432432432432","30","5","15","10","4","2","0","2","0","0","0","0","0","0","11","1.2943714533333333"
"62068","Ayette",2022,278,54,224,2,3,219,"19.424460431654676",328,"31.98527990290335","29.547182153799767","1.0825154065931815","20","5","5","5","4","1","1","0","1","0","0","1","0","0","5","1.4568401866666667"
"62069","Azincourt",2022,233,34,199,3,0,196,"14.592274678111588",304,"37.49807930753789","24.74531823532866","1.5153605603666165","15","0","10","0","0","0","0","0","0","0","0","0","0","0","4","1.2983348933333332"
"62070","Bailleul-Aux-Cornailles",2022,221,48,173,5,0,168,"21.71945701357466",267,"33.33333333333333","25.842696629213485","1.289855072463768","20","5","10","5","1","0","0","1","0","0","0","0","0","0","5","1.34549718"
"62071","Bailleul-Lès-Pernes",2022,294,48,246,3,3,240,"16.3265306122449",409,"33.92379545414745","25.214459728981737","1.3454103644804702","20","5","10","5","4","1","1","1","0","0","1","0","0","0","8","1.32989104"
"62072","Bailleulmont",2022,201,41,160,0,2,158,"20.398009950248756",216,"24.545454545454586","38.18181818181817","0.642857142857144","20","0","15","5","2","1","0","1","0","0","0","0","0","0","2","0.5431983866666668"
"62073","Bailleul-Sir-Berthoult",2022,1145,240,905,13,5,887,"20.96069868995633",1432,"33.26073638813366","24.789612020716113","1.3417207320686753","55","10","35","10","12","2","0","1","1","1","1","2","2","2","33","1.5747267866666665"
"62074","Bailleulval",2022,182,30,152,1,1,150,"16.483516483516482",233,"36.71570521596888","23.399763946919613","1.5690630597494637","15","5","10","0","0","0","0","0","0","0","0","0","0","0","4","0.9522453933333334"
"62075","Baincthun",2022,1139,258,881,12,12,857,"22.651448639157156",1321,"32.359665905531415","24.811231994895522","1.3042345463614566","90","15","35","40","20","1","0","4","0","3","0","5","5","2","33","1.6745322266666667"
"62076","Bainghen",2022,168,31,137,1,1,135,"18.452380952380953",214,"33.48623853211009","23.8532110091743","1.4038461538461549","10","0","5","5","0","0","0","0","0","0","0","0","0","0","3","0.8683830133333333"
"62077","Bajus",2022,291,60,231,1,3,227,"20.618556701030926",358,"34.56196147783971","23.63231771145901","1.4624871711622707","15","0","10","5","1","0","0","0","0","0","0","0","1","0","3","0.7041490266666667"
"62078","Balinghem",2022,936,172,764,8,7,749,"18.37606837606838",1225,"35.183673469387756","21.877551020408163","1.6082089552238805","80","10","35","30","11","1","1","5","0","0","0","3","1","0","31","1.6808350933333331"
"62079","Bancourt",2022,68,12,56,3,2,51,"17.647058823529413",84,"27.380952380952383","32.142857142857146","0.8518518518518519","5","0","5","0","1","0","0","0","0","0","0","1","0","0","0","0.6613090866666667"
"62080","Bapaume",2022,2104,740,1364,23,13,1328,"35.17110266159696",3718,"33.673994686334105","29.3974654092717","1.1454727207779491","230","40","135","55","44","3","5","19","0","3","1","3","3","7","192","3.4466490600000004"
"62081","Baralle",2022,395,108,287,11,0,276,"27.341772151898734",435,"29.195402298850574","31.494252873563216","0.927007299270073","30","0","20","10","11","0","1","1","0","0","0","0","9","0","11","1.6390887133333332"
"62082","Barastre",2022,212,44,168,3,1,164,"20.754716981132077",314,"41.15691036755914","19.559776031806344","2.1041606151641763","20","0","10","5","1","1","0","0","0","0","0","0","0","0","3","1.0490995466666666"
"62083","Barlin",2022,5756,1723,4033,46,34,3953,"29.93398193189715",7330,"36.56171876911874","26.212865669144396","1.3948005239334114","665","115","395","155","42","1","9","13","1","2","0","8","4","4","333","3.2453757466666664"
"62084","Barly",2022,172,32,140,2,3,135,"18.6046511627907",203,"25.60386473429951","29.951690821256012","0.8548387096774198","15","5","5","5","1","0","0","0","0","0","0","1","0","0","4","1.24569174"
"62085","Basseux",2022,117,20,97,4,2,91,"17.094017094017094",131,"20.93023255813949","44.18604651162777","0.4736842105263162","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0.68890862"
"62086","Bavincourt",2022,294,57,237,3,0,234,"19.387755102040817",419,"38.902147971360385","22.434367541766107","1.7340425531914894","25","5","20","5","5","0","0","2","1","0","0","1","0","1","8","1.4321855866666664"
"62087","Bayenghem-Lès-Eperlecques",2022,767,143,624,7,3,614,"18.64406779661017",1019,"37.193381533607365","18.11478452946341","2.0532058481354234","50","5","30","15","8","3","2","2","0","0","1","0","0","0","23","1.43642938"
"62088","Bayenghem-Lès-Seninghem",2022,275,33,242,3,2,237,"12",345,"33.70230035088438","28.707190090331146","1.174002061672892","20","5","15","5","0","0","0","0","0","0","0","0","0","0","4","0.9358888"
"62089","Bazinghen",2022,312,44,268,3,0,265,"14.102564102564102",408,"35.78431372549019","25.735294117647058","1.3904761904761904","20","0","10","5","1","0","0","1","0","0","0","0","0","0","7","1.1154006933333334"
"62090","Béalencourt",2022,103,15,88,1,1,86,"14.563106796116504",133,"38.356164383561584","27.397260273972552","1.4000000000000004","10","0","5","0","1","0","0","0","0","0","1","0","0","0","1","0.7152358133333333"
"62091","Beaudricourt",2022,86,8,78,2,0,76,"9.30232558139535",98,"30.612244897959183","31.63265306122449","0.967741935483871","10","0","5","0","1","0","0","0","0","0","0","1","0","0","0","1.23102408"
"62092","Beaufort-Blavincourt",2022,321,64,257,3,0,254,"19.937694704049843",404,"30.090171860109205","32.77523064656605","0.9180765860838216","25","5","10","5","6","0","2","3","0","0","0","0","0","1","10","1.47037232"
"62093","Beaulencourt",2022,158,51,107,2,1,104,"32.278481012658226",232,"31.648922240826206","23.580487315707792","1.342165741407038","15","0","10","0","2","0","0","1","0","0","0","1","0","0","5","1.5940670533333332"
"62094","Beaumerie-Saint-Martin",2022,309,62,247,1,0,246,"20.06472491909385",384,"32.55208333333333","27.34375","1.1904761904761905","25","0","10","10","1","0","0","0","0","0","0","0","0","1","10","1.5473240933333334"
"62095","Beaumetz-Lès-Aire",2022,177,48,129,1,0,128,"27.11864406779661",228,"35.585585585585555","27.477477477477407","1.2950819672131169","10","5","10","0","0","0","0","0","0","0","0","0","0","0","5","1.4961317266666667"
"62096","Beaumetz-Lès-Cambrai",2022,418,101,317,3,2,312,"24.16267942583732",536,"36.19402985074627","22.574626865671643","1.603305785123967","30","5","15","10","1","0","1","0","0","0","0","0","0","0","8","1.1123259266666667"
"62097","Beaumetz-Lès-Loges",2022,784,161,623,15,3,605,"20.535714285714285",1000,"33.5226944031313","25.959396914534683","1.291351047695639","55","5","30","25","13","2","2","3","0","0","1","0","4","1","26","1.7598777066666667"
"62099","Beaurains",2022,4278,1105,3173,38,30,3105,"25.829827021972886",5530,"34.16480856510123","26.59429814391406","1.2846666747969675","365","60","225","80","70","3","4","28","4","4","0","12","6","9","195","2.48561066"
"62100","Beaurainville",2022,1610,453,1157,19,7,1131,"28.13664596273292",2028,"33.086785009861934","31.26232741617357","1.0583596214511042","140","30","65","45","20","4","1","2","2","0","1","6","1","3","58","1.9000489733333334"
"62101","Beauvois",2022,104,30,74,0,1,73,"28.846153846153843",133,"36.23188405797105","19.56521739130435","1.8518518518518532","5","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0.5168515266666667"
"62102","Bécourt",2022,195,25,170,0,1,169,"12.82051282051282",281,"41.18655714209068","23.87627971384164","1.7249989376784636","15","0","10","5","3","0","2","1","0","0","0","0","0","0","3","1.0111351133333333"
"62103","Béhagnies",2022,98,14,84,0,1,83,"14.285714285714285",121,"34.21052631578951","34.21052631578951","1","5","0","0","0","3","0","0","1","0","2","0","0","0","0","0","0.61554806"
"62104","Bellebrune",2022,313,31,282,2,2,278,"9.904153354632587",429,"39.04726408852126","15.938640393244718","2.4498491166831697","15","0","10","0","8","1","0","4","0","1","0","2","0","0","8","1.4130029666666666"
"62105","Belle-Et-Houllefort",2022,432,79,353,5,2,346,"18.287037037037038",524,"26.81786760759489","33.534004467693315","0.7997215970264225","15","0","10","5","1","0","0","0","0","0","0","1","0","0","12","1.47037232"
"62106","Bellonne",2022,199,31,168,2,1,165,"15.577889447236181",213,"25.352112676056336","38.497652582159624","0.6585365853658537","10","0","5","5","1","0","1","0","0","0","0","0","0","0","4","1.0830985533333333"
"62107","Bénifontaine",2022,312,46,266,4,3,259,"14.743589743589745",337,"28.486646884272997","32.93768545994065","0.8648648648648649","15","5","10","5","2","0","0","1","0","0","1","0","0","0","8","1.5087976666666665"
"62108","Berck",2022,11028,3371,7657,105,64,7488,"30.56764599202031",12967,"26.360721073663147","39.036152889376716","0.675289933113182","1155","215","605","330","296","7","18","161","6","11","13","35","24","21","828","4.258561019999999"
"62109","Bergueneuse",2022,151,32,119,5,1,113,"21.192052980132452",215,"29.767441860465116","33.02325581395349","0.9014084507042254","15","0","10","0","2","1","0","0","0","0","0","1","0","0","3","0.9967025399999999"
"62111","Berlencourt-Le-Cauroy",2022,187,31,156,5,1,150,"16.577540106951872",273,"37.89838653272422","26.231689875542436","1.4447558168206092","20","0","5","10","1","0","0","0","0","0","0","0","0","1","3","0.65188844"
"62112","Berles-Au-Bois",2022,413,85,328,0,3,325,"20.581113801452787",538,"33.3234921400579","27.399348784145218","1.2162147503060627","25","0","20","5","5","1","0","3","0","0","0","1","0","0","12","1.4732780599999997"
"62113","Berles-Monchel",2022,397,81,316,7,4,305,"20.40302267002519",487,"35.79553098455088","23.186601809151057","1.5438023768719513","20","5","15","5","6","2","0","0","0","0","1","2","1","0","10","1.1929227266666667"
"62114","Bermicourt",2022,142,25,117,0,0,117,"17.6056338028169",167,"32.31707317073174","31.09756097560974","1.0392156862745114","10","0","5","5","3","2","0","0","0","1","0","0","0","0","3","0.9967025399999999"
"62115","Berneville",2022,407,82,325,9,0,316,"20.14742014742015",475,"29.02294342253632","32.10274161758736","0.9040643247315742","20","5","10","5","4","0","1","2","0","0","0","0","1","0","12","1.5747267866666665"
"62116","Bernieulles",2022,148,27,121,2,0,119,"18.243243243243242",165,"27.27272727272727","31.515151515151512","0.8653846153846154","10","0","5","5","1","0","0","1","0","0","0","0","0","0","3","0.9358888"
"62117","Bertincourt",2022,719,208,511,4,2,505,"28.929068150208625",918,"37.77641591549851","26.461388305391587","1.4276052140394107","80","15","40","25","4","0","1","1","0","0","1","1","0","0","22","1.6745322266666667"
"62118","Béthonsart",2022,130,23,107,0,1,106,"17.692307692307693",150,"29.375","25.624999999999996","1.146341463414634","5","0","5","5","0","0","0","0","0","0","0","0","0","0","3","1.33662394"
"62119","Béthune",2022,17396,5815,11581,138,81,11362,"33.42722464934468",25342,"39.63395311780006","24.169704061909066","1.6398195450089237","2585","455","1565","565","392","20","36","132","16","18","12","79","39","40","1856","4.9587962"
"62120","Beugin",2022,388,61,327,6,2,319,"15.721649484536082",465,"31.284992210496714","27.666549479346962","1.1307876406434751","20","5","10","5","2","0","0","1","0","1","0","0","0","0","12","1.5747267866666665"
"62121","Beugnâtre",2022,126,30,96,1,1,94,"23.809523809523807",181,"41.37931034482757","16.666666666666664","2.482758620689655","15","5","5","5","2","0","0","1","0","0","0","1","0","0","4","1.5793863666666668"
"62122","Beugny",2022,250,61,189,1,4,184,"24.4",353,"35.92923171838225","25.256895171674294","1.422551405236738","20","0","10","5","10","3","0","4","0","0","2","0","0","1","8","1.5741540399999998"
"62123","Beussent",2022,386,76,310,2,3,305,"19.689119170984455",551,"34.85160342099697","25.744819173003","1.3537326942091594","35","10","20","5","3","1","0","0","0","0","0","0","2","0","11","1.33769448"
"62124","Beutin",2022,358,79,279,7,1,271,"22.067039106145252",434,"38.754684312317025","20.9191264419433","1.8525957295526954","25","5","15","5","5","1","0","1","1","0","1","1","0","0","10","1.5163848866666665"
"62125","Beuvrequen",2022,401,64,337,0,0,337,"15.96009975062344",459,"31.372549019607842","23.965141612200437","1.309090909090909","20","0","5","10","5","0","0","1","0","0","1","1","1","1","10","1.4743485999999997"
"62126","Beuvry",2022,6888,2034,4854,32,54,4768,"29.529616724738677",9078,"34.48405054862077","27.521189410841757","1.2530000078788763","735","125","450","160","78","4","11","18","1","4","5","18","5","12","429","3.388345373333333"
"62127","Bezinghem",2022,288,46,242,4,1,237,"15.972222222222221",374,"36.63101604278075","24.06417112299465","1.5222222222222221","15","0","10","5","5","0","1","2","0","0","0","1","0","1","7","1.3288205"
"62128","Biache-Saint-Vaast",2022,3355,834,2521,30,16,2475,"24.858420268256335",4519,"37.333643102462716","22.21674066422123","1.6804284510817724","275","45","160","70","31","2","6","8","1","0","1","5","2","6","151","2.228858906666667"
"62129","Biefvillers-Lès-Bapaume",2022,81,21,60,1,1,58,"25.925925925925924",94,"30.4347826086956","32.6086956521739","0.9333333333333321","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.32989104"
"62130","Bienvillers-Au-Bois",2022,530,105,425,5,1,419,"19.81132075471698",665,"33.516506601497895","30.99892128396734","1.0812152556686754","45","10","25","10","10","1","3","2","0","0","2","0","2","0","15","1.3963262866666666"
"62131","Bihucourt",2022,270,64,206,4,1,201,"23.703703703703706",310,"38.06079901090981","20.12123611025055","1.8915735992740599","15","5","5","5","1","0","0","1","0","0","0","0","0","0","3","1.07598306"
"62132","Billy-Berclau",2022,3803,821,2982,51,25,2906,"21.5882198264528",5076,"36.935958590663255","23.36303943136259","1.5809569084183606","345","60","195","90","53","7","8","13","2","2","0","7","1","13","127","1.6709099266666667"
"62133","Billy-Montigny",2022,5180,1441,3739,50,20,3669,"27.81853281853282",8027,"41.90176217920394","20.243226660332635","2.069915181126338","810","160","485","170","86","6","7","30","0","2","2","15","9","15","510","4.508741079999999"
"62134","Bimont",2022,101,17,84,1,1,82,"16.831683168316832",103,"34.234234234234265","26.126126126126177","1.3103448275862057","5","0","5","0","2","0","0","2","0","0","0","0","0","0","0","0.9370001933333333"
"62135","Blairville",2022,248,50,198,0,0,198,"20.161290322580644",306,"34.64052287581699","30.065359477124183","1.1521739130434783","15","5","5","5","4","1","2","0","0","0","0","1","0","0","3","0.8139732"
"62137","Blangerval-Blangermont",2022,89,15,74,1,0,73,"16.853932584269664",93,"28.86597938144323","34.02061855670105","0.8484848484848458","10","0","0","5","3","0","1","0","1","0","0","1","0","0","0","0.7375045133333332"
"62138","Blangy-Sur-Ternoise",2022,541,125,416,6,7,403,"23.10536044362292",700,"29.40823450079442","33.00826203749558","0.89093556235673","50","5","30","15","8","1","1","3","0","2","0","0","1","0","16","1.5300746666666667"
"62139","Blendecques",2022,3796,1004,2792,41,23,2728,"26.44889357218124",4891,"34.798609691269675","27.070128808014722","1.2854984894259818","385","70","220","95","52","17","5","8","2","1","4","2","11","2","181","2.4886736266666665"
"62140","Bléquin",2022,382,103,279,9,0,270,"26.96335078534031",485,"34.7465201018642","22.186423391573936","1.5661163355901877","25","5","20","5","4","0","2","1","0","0","0","0","0","1","7","0.9522453933333334"
"62141","Blessy",2022,646,133,513,6,2,505,"20.588235294117645",904,"37.502966273881455","20.088966157091058","1.8668440167909566","55","15","35","5","7","1","0","3","0","0","0","2","0","1","19","1.4475186533333333"
"62142","Blingel",2022,111,20,91,1,0,90,"18.01801801801802",159,"35.66878980891727","24.84076433121026","1.4358974358974348","10","0","5","0","2","0","0","1","1","0","0","0","0","0","2","0.8311498"
"62143","Boffles",2022,34,6,28,0,0,28,"17.647058823529413",47,"36.956521739130416","36.9565217391305","0.9999999999999978","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.36680690666666665"
"62144","Boiry-Becquerelle",2022,369,69,300,5,1,294,"18.69918699186992",473,"35.569842654969996","23.755465649741335","1.4973330003050185","20","5","10","5","4","0","0","1","0","0","0","1","0","2","12","1.5747267866666665"
"62145","Boiry-Notre-Dame",2022,392,90,302,1,0,301,"22.95918367346939",443,"27.452052427395845","30.747715767124024","0.8928159943753624","25","5","10","10","4","0","2","0","0","0","0","1","0","1","9","1.342987013333333"
"62146","Boiry-Saint-Martin",2022,210,45,165,3,0,162,"21.428571428571427",258,"32.55813953488372","26.356589147286826","1.2352941176470589","10","0","5","0","2","1","1","0","0","0","0","0","0","0","5","1.228442313333333"
"62147","Boiry-Sainte-Rictrude",2022,287,43,244,2,2,240,"14.982578397212542",386,"35.233160621761655","25.906735751295333","1.36","15","0","10","0","3","0","0","0","0","0","1","1","1","0","6","1.0888995133333335"
"62148","Bois-Bernard",2022,661,128,533,9,5,519,"19.36459909228442",833,"30.213505525376227","31.66103802322094","0.9542803209173669","50","10","30","10","10","0","1","2","0","0","1","0","6","0","20","1.5927639133333331"
"62149","Boisdinghem",2022,197,35,162,0,3,159,"17.766497461928935",255,"36.920200493837214","19.2370614197311","1.9192224679372725","10","0","10","0","1","0","0","1","0","0","0","0","0","0","3","0.95116422"
"62150","Boisjean",2022,418,35,383,5,6,372,"8.373205741626794",513,"34.63715724919228","26.22176267731738","1.320931688515146","35","5","15","10","3","0","1","2","0","0","0","0","0","0","10","1.27920712"
"62151","Boisleux-Au-Mont",2022,424,64,360,8,5,347,"15.09433962264151",522,"37.893814490350444","22.28560044997934","1.700372156245203","35","10","20","5","3","0","0","2","0","0","0","1","0","0","9","1.1522468866666666"
"62152","Boisleux-Saint-Marc",2022,191,18,173,6,0,167,"9.424083769633508",256,"35.15625","21.09375","1.6666666666666667","15","5","5","10","1","0","0","1","0","0","0","0","0","0","5","1.2701886933333333"
"62153","Bomy",2022,514,117,397,7,3,387,"22.762645914396888",628,"34.119234593525796","26.925158804129506","1.2671878684813154","25","5","10","10","4","0","0","3","0","0","0","0","0","1","14","1.3728998733333333"
"62154","Bonnières",2022,587,148,439,4,7,428,"25.2129471890971",667,"32.17818706334048","30.268024847203883","1.0631082545286417","40","5","25","10","6","2","0","0","0","0","2","1","0","1","16","1.4727053133333332"
"62155","Bonningues-Lès-Ardres",2022,485,90,395,2,3,390,"18.556701030927837",620,"33.19584554758484","25.768167770427624","1.2882501326183329","55","10","35","10","5","0","0","4","0","0","0","0","0","1","13","1.3983353066666666"
"62156","Bonningues-Lès-Calais",2022,486,69,417,8,4,405,"14.19753086419753",598,"30.76923076923077","27.926421404682273","1.1017964071856288","25","5","10","10","8","0","0","5","0","2","0","0","0","1","14","1.44293268"
"62157","Boubers-Lès-Hesmond",2022,61,6,55,0,0,55,"9.836065573770492",70,"18.66666666666667","38.666666666666664","0.4827586206896553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.63664324"
"62158","Boubers-Sur-Canche",2022,473,110,363,1,0,362,"23.25581395348837",577,"31.51808557198146","32.82077847730617","0.9603088968098226","50","10","25","10","6","1","2","1","0","0","0","0","1","1","22","2.367113653333334"
